city,zpid,zipcode,lotSizeSqFt,livingAreaSqFt,numOfBathrooms,numOfBedrooms
austin,70339459,78754,8276.0,1799,2.0,3
austin,69815957,78754,4791.0,2106,3.0,4
austin,70339455,78754,7230.0,1889,2.0,3
austin,70339453,78754,11325.6,2272,3.0,4
austin,70339449,78754,6969.0,1617,2.0,3
austin,70339446,78754,11761.2,1799,2.0,3
austin,70339442,78754,6011.0,1683,2.0,3
austin,70354429,78754,4791.0,2055,3.0,4
austin,29431929,78754,18730.8,1862,2.0,3
austin,29431927,78754,17424.0,1768,3.0,3
austin,70354409,78754,4791.0,1323,3.0,3
austin,29433407,78753,9931.0,1405,2.0,3
austin,58302406,78754,7143.0,1933,2.0,3
austin,70354403,78754,4530.0,2282,3.0,4
austin,80089399,78754,2178000.0,1793,2.5,3
austin,64620398,78754,9147.0,2119,2.0,3
austin,70354396,78754,7840.0,1810,2.0,4
austin,70354395,78754,5693.0,2047,2.5,4
austin,70339388,78754,6359.0,1664,2.0,3
austin,70339386,78754,6359.0,1683,2.0,3
austin,119616383,78754,7405.0,1346,2.0,3
austin,70354381,78754,5052.0,1413,3.0,3
austin,58302377,78754,8015.0,2319,3.0,3
austin,79976867,78754,7199.0,1961,2.0,4
austin,58302364,78754,9278.0,2881,3.0,4
austin,70339362,78754,7230.0,3025,4.0,4
austin,70339360,78754,8494.0,1766,2.0,3
austin,58302352,78754,8102.0,2451,2.0,4
austin,29429351,78754,16988.4,1740,2.0,3
austin,83829336,78754,7274.0,1346,2.0,3
austin,69815833,78754,6577.0,2566,4.0,4
austin,83826830,78754,4573.0,1591,3.0,4
austin,80087326,78754,6011.0,1436,2.0,3
austin,70339322,78754,7143.0,1799,2.0,3
austin,83822813,78754,4356.0,1346,2.0,3
austin,70334311,78754,10018.0,2294,3.0,4
austin,70339300,78754,6882.0,1799,2.0,3
austin,70339499,78754,6359.0,1799,2.0,3
austin,83820788,78754,4878.0,1707,3.0,3
austin,70339286,78754,7927.0,2959,3.0,4
austin,29433284,78753,9104.0,1158,2.0,3
austin,29433281,78753,8929.0,1422,3.0,3
austin,83819277,78754,5401.0,1590,3.0,3
austin,70339277,78754,7013.0,2895,3.0,4
austin,70339265,78754,6795.0,1962,2.0,4
austin,241932260,78754,16988.4,2657,3.0,4
austin,80102248,78754,5749.0,1400,2.0,3
austin,80089748,78754,6795.0,1836,3.0,4
austin,80096245,78754,7187.0,1675,2.0,3
austin,80100736,78754,5749.0,1565,2.0,3
austin,79981223,78754,8276.0,1675,2.0,3
austin,79981222,78754,10672.0,2110,2.0,4
austin,63836720,78754,5998.0,1722,2.0,3
austin,80106711,78754,10149.0,2596,4.0,4
austin,83816209,78754,5662.0,2569,3.0,5
austin,70354706,78754,6499.0,1672,2.0,4
austin,79981204,78754,5750.0,1801,2.0,4
austin,64813196,78754,11325.6,2451,2.0,3
austin,80102691,78754,5924.0,1801,2.0,4
austin,70354688,78754,6098.0,1617,2.0,3
austin,83832676,78754,7143.0,2026,3.0,5
austin,70339175,78754,4356.0,1135,2.0,3
austin,2084214670,78754,5998.0,2514,2.5,4
austin,83827170,78754,4443.0,1591,3.0,3
austin,70339160,78754,4617.0,1554,3.0,3
austin,70339148,78754,4356.0,1378,2.0,3
austin,70339146,78754,5749.0,2295,3.0,5
austin,70339138,78754,7927.0,1986,3.0,5
austin,70339135,78754,4356.0,1424,2.0,3
austin,241936111,78754,16988.4,1740,2.0,3
austin,70339110,78754,4443.0,1516,3.0,3
austin,63398109,78754,9713.0,1772,2.0,3
austin,64858594,78754,9626.0,2018,2.0,4
austin,80092091,78754,8276.0,2705,4.0,4
austin,70339089,78754,8363.0,2603,2.0,4
austin,145658088,78754,16988.4,3039,3.0,4
austin,64718587,78754,10890.0,2502,4.0,4
austin,119625580,78754,9452.0,1685,2.0,3
austin,70339079,78754,7187.0,1731,2.0,3
austin,70339440,78754,5967.0,2432,3.0,4
austin,119621075,78754,6098.0,1711,3.0,3
austin,70339047,78754,8363.0,2281,3.0,4
austin,70349041,78754,5749.0,1410,2.0,3
austin,80094539,78754,12632.4,2000,2.0,4
austin,70339039,78754,7187.0,3183,3.0,4
austin,70339038,78754,7187.0,2358,3.0,4
austin,70339027,78754,7344.0,2020,2.0,3
austin,241930522,78754,7718.0,2865,3.0,4
austin,70339020,78754,8973.0,1675,2.0,3
austin,80097017,78754,8708.0,2736,4.0,5
austin,83818388,78754,4356.0,1482,2.5,3
austin,83824011,78754,4399.0,1666,3.0,3
austin,70339502,78754,7361.0,1936,2.0,4
austin,70339501,78754,7971.0,1825,2.0,3
austin,29424454,78754,9539.0,1810,2.0,3
austin,80101450,78754,4791.0,1856,3.0,3
austin,29421949,78754,11761.2,2347,3.0,4
manor,29431946,78653,21344.4,1095,1.0,3
austin,80095936,78754,5401.0,2088,3.0,4
austin,29424430,78754,8537.0,2270,3.0,4
austin,111972923,78754,6272.0,2515,3.0,3
austin,60137418,78754,6969.0,1738,2.0,3
austin,29424415,78754,9583.0,2391,2.0,4
austin,125806410,78754,9496.0,1948,3.0,4
austin,29424409,78754,8145.0,1529,2.0,3
austin,60137408,78754,5793.0,2049,3.0,3
austin,70348901,78754,5052.0,1102,2.0,3
austin,29424395,78754,9713.0,3605,3.0,4
austin,29424389,78754,9844.0,2250,3.0,4
austin,29424388,78754,9888.0,2174,2.0,4
austin,94642885,78754,6272.0,1466,2.0,3
austin,125805384,78754,21344.4,1887,3.0,4
austin,94642884,78754,6098.0,1704,2.0,3
austin,60137378,78754,6011.0,2049,3.0,4
austin,29424378,78754,16117.2,2179,2.0,4
austin,94642876,78754,9583.0,1704,2.0,3
austin,29424369,78754,9670.0,2390,3.0,4
austin,125889860,78754,6969.0,1630,2.0,3
austin,83819841,78754,6838.0,2632,3.0,5
austin,83818841,78754,8276.0,2573,3.0,3
austin,69814834,78754,5096.0,2488,3.0,4
manor,64425322,78754,6969.0,1737,2.0,3
austin,94883318,78754,10062.0,2573,3.0,3
austin,64597318,78754,10062.0,2389,2.0,5
austin,145658310,78754,7797.0,2344,2.0,4
austin,145658306,78754,8755.0,1670,2.0,3
austin,29421802,78754,11325.6,1590,2.0,3
austin,83813774,78754,9060.0,1532,2.0,3
austin,80088262,78754,4965.0,1341,2.0,3
austin,119632749,78754,6969.0,1887,3.0,4
austin,29421747,78754,9147.0,1915,2.0,3
austin,83830745,78754,6242.0,1761,2.0,4
austin,29421741,78754,9605.0,1883,3.0,4
austin,125914239,78754,21780.0,2605,3.0,4
austin,145652498,78754,7405.0,2268,3.0,4
austin,70338724,78754,9104.0,1858,2.0,3
austin,145652222,78754,8886.0,1997,2.0,3
austin,83829219,78754,7013.0,2129,3.0,3
austin,64635218,78754,9060.0,2088,3.0,4
austin,64444718,78754,9060.0,2127,2.0,4
austin,70338710,78754,7884.0,1858,2.0,3
austin,70338705,78754,7187.0,1858,2.0,3
austin,80102201,78754,4399.0,1856,3.0,3
austin,64533697,78754,9583.0,1338,2.0,3
austin,69809174,78754,5749.0,1341,2.0,3
austin,69809173,78754,6272.0,1429,2.0,3
austin,69809158,78754,5009.0,2088,3.0,4
austin,64482656,78754,6011.0,2049,3.0,3
austin,124841650,78754,6926.0,1670,2.0,3
austin,145652497,78754,7143.0,2856,4.0,4
austin,119632627,78754,13939.2,1887,2.0,3
austin,83823623,78754,8494.0,1542,2.0,3
austin,124839097,78754,6272.0,1670,2.0,3
austin,80099075,78754,4791.0,1659,3.0,3
austin,64672074,78754,6534.0,1829,2.0,3
austin,119626072,78754,6708.0,1412,2.0,3
austin,60134569,78754,6229.0,1485,2.0,3
austin,70354557,78754,5227.0,2088,3.0,4
austin,60134556,78754,6621.0,1982,2.0,4
austin,241932055,78754,7405.0,1925,2.0,3
austin,145653553,78754,7492.0,2941,4.0,4
austin,144276051,78754,6011.0,2638,3.0,4
austin,119631551,78754,8394.0,2591,3.0,4
austin,64771547,78754,7405.0,1338,2.0,3
austin,2086122546,78754,5998.0,1420,2.0,3
austin,70354544,78754,5662.0,1856,3.0,3
austin,80094543,78754,5140.0,1203,2.0,3
austin,60134543,78754,6621.0,2277,3.0,4
austin,60134537,78754,6600.0,2086,3.0,3
austin,70354536,78754,5357.0,1215,2.0,3
austin,70354533,78754,5140.0,2160,3.0,3
austin,60134529,78754,7797.0,2684,2.0,4
austin,60134523,78754,6011.0,2277,3.0,4
austin,80098520,78754,4400.0,1810,3.0,3
austin,70354510,78754,6882.0,1429,2.0,3
austin,70354506,78754,5401.0,1203,2.0,3
austin,60134504,78754,5749.0,2810,3.0,4
austin,59792502,78754,6621.0,2986,3.0,4
austin,29399477,78751,7738.0,1118,1.0,2
austin,83125473,78723,2744.0,2012,3.0,3
austin,29401973,78723,6969.0,1080,2.0,3
austin,29406469,78751,6229.0,1642,2.0,3
austin,29401967,78723,6534.0,953,1.0,3
austin,29406966,78723,9539.0,2221,3.0,3
austin,29403462,78751,6446.0,1550,2.0,4
austin,80090452,78723,1568.0,1335,3.0,3
austin,80096437,78723,1742.0,1240,3.0,2
austin,29406937,78723,8058.0,1152,2.0,3
austin,70348435,78751,3789.0,2236,3.0,3
austin,29405435,78751,7753.0,1350,2.0,3
austin,29405428,78751,5662.0,1204,2.0,3
austin,29406915,78723,9016.0,1354,2.0,3
austin,29406410,78751,6577.0,2259,3.0,3
austin,29409909,78723,8929.0,1981,3.0,5
austin,29409409,78751,8001.0,838,1.0,2
austin,241931907,78751,3310.0,1762,3.0,3
austin,124837405,78751,3920.0,720,1.0,1
austin,29406898,78723,8842.0,1482,2.0,3
austin,29400892,78722,7666.0,1674,1.0,3
austin,29398392,78705,5532.0,1170,1.0,3
austin,120901389,78723,2526.0,1918,3.0,3
austin,29409385,78751,6272.0,2352,5.0,4
austin,80088883,78723,5549.0,2669,3.0,4
austin,29409383,78751,6098.0,757,1.0,2
austin,29405383,78751,6969.0,1034,1.0,2
austin,29406878,78723,7100.0,1585,2.0,3
austin,29409375,78751,8363.0,1006,1.0,2
austin,29409868,78723,8058.0,1106,1.0,3
austin,29409365,78751,7100.0,1121,2.0,2
austin,29405355,78751,6708.0,1540,1.0,3
austin,29405354,78751,7056.0,1098,1.0,2
austin,29409851,78723,7405.0,1402,2.0,3
austin,29406345,78751,4922.0,728,1.0,2
austin,29409841,78723,7623.0,1269,2.0,3
austin,2091667340,78723,1089.0,2321,4.0,3
austin,29406839,78723,9452.0,1326,2.0,3
austin,29403489,78751,6229.0,1180,1.0,2
austin,120788330,78723,2178.0,1832,3.0,3
austin,29409330,78751,5227.0,2286,3.0,4
austin,63835829,78751,17424.0,1842,2.0,2
austin,29409828,78723,8494.0,1330,2.0,3
austin,29405486,78723,7056.0,2138,3.0,4
austin,29405319,78751,10236.0,2514,4.0,4
austin,29405314,78751,3920.0,1444,2.0,3
austin,29409311,78751,6534.0,1120,2.0,3
austin,29405311,78751,6316.0,720,1.0,2
austin,29406308,78751,5967.0,1685,2.0,3
austin,29409305,78751,6499.0,1725,3.0,3
austin,29406803,78723,9234.0,1618,2.0,3
austin,29405301,78751,10018.0,1813,2.0,3
austin,29401793,78751,5227.0,1373,3.0,3
austin,29403787,78723,6534.0,1040,2.0,3
austin,2087145786,78723,3920.0,3380,4.0,5
austin,29403785,78723,7361.0,999,1.0,3
austin,29406775,78751,10890.0,1440,0.0,0
austin,29409763,78723,7623.0,840,1.0,2
austin,29400760,78751,5183.0,832,1.0,2
austin,29406259,78751,7884.0,1346,2.0,3
austin,29403751,78723,7361.0,1329,2.0,3
austin,80092247,78723,4051.0,2669,3.0,4
austin,29406742,78751,6011.0,1080,2.0,3
austin,29405240,78751,5662.0,979,1.0,2
austin,29409318,78751,6534.0,1013,1.0,2
austin,144970734,78723,2918.0,1953,3.0,3
austin,124720730,78751,3136.0,1963,4.0,4
austin,144970729,78723,2744.0,1872,3.0,3
austin,29406726,78751,8276.0,720,1.0,2
austin,29405225,78751,15681.6,3156,5.0,5
austin,29403722,78723,8015.0,2179,4.0,4
austin,29399720,78722,10890.0,1428,2.0,3
austin,2140225212,78751,7840.0,3222,4.0,4
austin,80101209,78723,1873.0,1240,3.0,2
austin,29406709,78751,10454.0,2542,3.0,4
austin,29403707,78723,13068.0,988,1.0,2
austin,29406705,78751,5227.0,1649,3.0,3
austin,29403705,78723,8407.0,1873,3.0,5
austin,29399702,78722,15246.0,2002,4.0,4
austin,29401986,78723,6969.0,1057,1.0,3
austin,120900188,78723,3484.0,2019,3.0,4
austin,29406687,78751,6316.0,893,1.0,2
austin,29396179,78705,6882.0,675,1.0,2
austin,29409676,78751,6272.0,768,1.0,2
austin,114407175,78751,3563.0,1436,3.0,3
austin,29405673,78723,9408.0,2035,3.0,4
austin,29397673,78722,11761.2,1932,2.0,3
austin,29397670,78722,12632.4,2379,4.0,3
austin,29406669,78751,5924.0,1369,2.0,3
austin,29403666,78751,7840.0,2057,3.0,3
austin,29400660,78751,6969.0,2061,3.0,3
austin,29401658,78751,5445.0,2055,2.0,3
austin,29402157,78723,9975.0,1644,2.0,3
austin,29396154,78705,7535.0,1402,2.0,3
austin,29401653,78751,7884.0,1410,2.0,1
austin,29403652,78751,9191.0,1338,1.0,3
austin,29401652,78751,6098.0,1783,2.0,3
austin,29397641,78722,10497.0,1366,2.0,3
austin,29406640,78751,6795.0,1132,1.0,3
austin,29399640,78722,9400.0,2448,3.0,3
austin,144970633,78723,3136.0,2294,3.0,3
austin,29409630,78751,6229.0,2415,3.0,4
austin,119630129,78723,1782.0,1340,2.0,2
austin,29407128,78723,13939.2,1466,2.0,3
austin,29405628,78723,8703.0,1193,1.0,3
austin,29407122,78723,13068.0,1711,2.0,3
austin,29409619,78751,4151.0,1219,2.0,2
austin,29407116,78723,10193.0,1300,2.0,3
austin,29407115,78723,10018.0,1600,2.0,4
austin,29406485,78751,5967.0,1102,3.0,4
austin,29403608,78751,7405.0,1292,2.0,2
austin,29405607,78723,9147.0,1781,2.0,4
austin,29402106,78723,9801.0,1416,2.0,3
austin,29399604,78722,10890.0,1776,2.0,3
austin,29405603,78723,7405.0,1080,2.0,3
austin,29409598,78751,6359.0,1274,2.0,3
austin,29406597,78751,6185.0,952,1.0,2
austin,29407096,78723,8712.0,1420,2.0,3
austin,29401596,78751,9408.0,3008,3.0,4
austin,29399594,78751,6098.0,1232,2.0,3
austin,29406586,78751,6098.0,1305,2.0,3
austin,29399583,78751,5880.0,1776,2.0,3
austin,29409582,78751,3998.0,1144,2.0,3
austin,29399582,78751,6403.0,1036,1.0,2
austin,29397582,78705,9801.0,2427,4.0,3
austin,29405578,78723,9365.0,1280,1.0,3
austin,29409576,78751,6054.0,2483,3.0,4
austin,29407076,78723,7623.0,1177,1.0,3
austin,29403574,78751,5793.0,2040,3.0,3
austin,83124070,78751,5227.0,2350,3.0,5
austin,29402067,78723,11325.6,1898,2.0,3
austin,29399567,78751,6403.0,1024,0.0,2
austin,29407066,78723,8929.0,1835,2.0,3
austin,29405566,78723,7013.0,1216,2.0,3
austin,83125561,78723,2178.0,1900,3.0,3
austin,251035556,78751,4059.0,830,1.0,2
austin,29403553,78751,9844.0,1008,1.0,2
austin,29405551,78723,7840.0,1204,1.0,3
austin,121655046,78723,3136.0,3160,5.0,4
austin,29409545,78751,6229.0,768,1.0,2
austin,29407045,78723,9234.0,1644,3.0,3
austin,29403544,78751,6751.0,1432,2.0,3
austin,119631539,78723,2130.0,1521,2.0,3
austin,29409539,78751,6141.0,2471,4.0,5
austin,29405536,78723,7884.0,1326,1.0,3
austin,29407031,78723,6751.0,1360,2.0,4
austin,2087952530,78751,10454.0,1100,2.0,2
austin,29403793,78723,7840.0,1393,2.0,3
austin,121658529,78723,1219.0,2126,4.0,4
austin,29405529,78723,7187.0,1120,2.0,3
austin,83125521,78723,2047.0,1900,3.0,3
austin,83125519,78723,2570.0,2020,3.0,3
austin,29403519,78751,9583.0,1148,2.0,3
austin,29398485,78751,6751.0,2260,3.0,4
austin,29405479,78723,7318.0,1140,2.0,3
austin,29402004,78723,8189.0,1436,2.0,3
austin,29402000,78723,7405.0,879,2.0,2
austin,29412894,78752,5662.0,1791,3.0,3
austin,29412881,78752,5706.0,1658,2.0,3
austin,29420880,78753,7448.0,2156,2.0,4
austin,29412878,78752,5706.0,1822,3.0,3
austin,29420972,78753,9539.0,1822,3.0,4
austin,29413863,78752,9365.0,2018,2.0,4
austin,29413854,78752,13939.2,1616,2.0,4
austin,29412854,78752,5684.0,1734,3.0,3
austin,2091316347,78752,11761.2,1150,2.0,3
austin,29412823,78752,12196.8,1547,2.0,3
austin,29412814,78752,7318.0,1205,2.0,3
austin,29412809,78752,6969.0,1336,2.0,3
austin,29412777,78752,10323.0,1516,2.0,3
austin,29419776,78754,12196.8,1346,1.0,2
austin,29419773,78754,13939.2,1665,3.0,3
austin,29412756,78752,9016.0,1489,2.0,4
austin,29412749,78752,8886.0,2740,4.0,6
austin,29419725,78753,8537.0,1914,3.0,4
austin,29419724,78753,10454.0,1764,2.0,3
austin,29411193,78723,15681.6,1877,2.0,3
austin,29419665,78753,7492.0,1795,3.0,3
austin,29419664,78753,7666.0,1717,2.0,3
austin,29419659,78753,12196.8,1805,2.0,3
austin,29411154,78723,9408.0,2129,3.0,4
austin,29411138,78723,12196.8,1594,2.0,3
austin,29412113,78752,1894.0,1234,3.0,2
austin,29419558,78753,13068.0,2216,2.0,4
austin,29419556,78753,18730.8,2040,2.0,3
austin,29419553,78753,12196.8,1784,2.0,3
austin,29411053,78723,10018.0,1643,2.0,4
austin,29415520,78752,8232.0,1221,2.0,3
austin,29412011,78752,5684.0,1750,3.0,3
austin,29419510,78753,9147.0,1744,3.0,3
austin,29419504,78753,11325.6,2350,3.0,4
austin,2091327500,78752,11761.2,1150,2.0,3
austin,29409975,78723,8712.0,1580,2.0,4
austin,29407475,78723,7187.0,1537,2.0,4
austin,29402475,78723,7753.0,1449,2.0,3
austin,29407472,78723,8276.0,1458,3.0,3
austin,29408471,78723,7230.0,1200,2.0,3
austin,29404468,78723,22215.6,1944,2.0,3
austin,29410965,78723,13068.0,2098,2.0,4
austin,29407463,78723,7230.0,1040,2.0,3
austin,29404463,78723,12196.8,1853,2.0,3
austin,29408460,78723,9757.0,1705,2.0,3
austin,29410957,78723,17859.6,1914,2.0,3
austin,29407956,78723,39204.0,1503,1.0,2
austin,29400955,78723,9583.0,1584,2.0,4
austin,29407954,78723,5270.0,737,0.0,2
austin,29409952,78723,10672.0,1580,2.0,3
austin,29399942,78723,10018.0,1821,2.0,3
austin,29400935,78723,9147.0,2251,3.0,4
austin,29399930,78723,6446.0,1051,1.0,3
austin,2082146929,78723,9408.0,1617,2.0,4
austin,29399929,78723,10846.0,1624,2.0,3
austin,29408496,78723,9147.0,976,1.0,3
austin,29402425,78723,8450.0,1492,2.0,3
austin,29400923,78723,8973.0,1316,2.0,3
austin,29402420,78723,7623.0,2378,3.0,4
austin,29408418,78723,9888.0,1846,2.0,3
austin,29408413,78723,9931.0,1820,2.0,3
austin,29405908,78723,3859.0,1236,3.0,3
austin,29404407,78723,10759.0,2251,4.0,4
austin,29405906,78723,3920.0,1239,3.0,3
austin,72508898,78723,8145.0,1460,3.0,3
austin,29408398,78723,21344.4,2058,2.0,4
austin,241931891,78723,3702.0,925,1.0,2
austin,29404389,78723,8058.0,1854,2.0,3
austin,29407387,78723,10280.0,2100,2.0,3
austin,29402375,78723,8450.0,2303,2.0,4
austin,111972870,78723,9639.0,1440,2.0,4
austin,29404370,78723,10236.0,1909,2.0,3
austin,29407362,78723,7710.0,1734,2.0,3
austin,29407361,78723,8712.0,1633,2.0,3
austin,29407359,78723,10323.0,2518,3.0,3
austin,29407357,78723,8015.0,1353,2.0,3
austin,29404356,78723,8668.0,2188,3.0,4
austin,29407351,78723,8712.0,1478,3.0,3
austin,29404351,78723,9321.0,1589,2.0,3
austin,83833345,78723,10497.0,2588,3.0,4
austin,29405845,78723,9496.0,1170,2.0,4
austin,29407342,78723,8232.0,1650,2.0,3
austin,29404341,78723,9975.0,1801,2.0,3
austin,29408333,78723,11761.2,1582,2.0,4
austin,29399860,78723,8058.0,990,2.0,3
austin,29405832,78723,18730.8,800,1.0,2
austin,29402327,78723,11761.2,1255,2.0,3
austin,29408326,78723,13503.6,1020,2.0,3
austin,29408322,78723,10018.0,1709,2.0,3
austin,29408320,78723,10105.0,1686,2.0,4
austin,29402319,78723,3484.0,1320,2.0,2
austin,29408306,78723,16988.4,1512,3.0,3
austin,29408298,78723,22215.6,1616,2.0,3
austin,29409989,78723,9321.0,1338,2.0,3
austin,29408293,78723,13503.6,2460,4.0,5
austin,64756788,78723,8450.0,2482,3.0,4
austin,29404287,78723,13068.0,1557,2.0,3
austin,29399786,78723,10454.0,1050,2.0,2
austin,29404281,78723,14374.8,1648,2.0,3
austin,29408279,78723,22215.6,1750,2.0,4
austin,29397770,78723,13939.2,1248,1.0,3
austin,29408268,78723,9408.0,1343,2.0,3
austin,29408767,78723,7013.0,1174,2.0,3
austin,29408263,78723,9060.0,2070,2.0,4
austin,29408251,78723,6969.0,1522,2.0,4
austin,29408250,78723,6751.0,1588,2.0,3
austin,29408749,78723,11325.6,2002,3.0,4
austin,29402243,78723,7797.0,1526,2.0,3
austin,29407232,78723,8712.0,1306,2.0,3
austin,29398731,78723,11761.2,2060,2.0,3
austin,29408229,78723,8102.0,2076,3.0,3
austin,29407227,78723,9452.0,1950,2.0,5
austin,29402227,78723,10105.0,1718,2.0,3
austin,29402224,78723,9931.0,1451,2.0,3
austin,29400223,78723,8189.0,1410,2.0,3
austin,29402489,78723,9321.0,1420,2.0,3
austin,29402721,78723,8799.0,1349,2.0,3
austin,29398721,78723,9583.0,1480,2.0,3
austin,29402218,78723,9452.0,1518,2.0,3
austin,29405717,78723,7927.0,1212,2.0,3
austin,29400217,78723,7405.0,1577,2.0,3
austin,64641716,78723,7187.0,1492,2.0,4
austin,29410216,78723,7753.0,2952,4.0,8
austin,29398714,78723,13503.6,1354,2.0,3
austin,29410210,78723,9147.0,1948,3.0,4
austin,29410209,78723,9670.0,1911,2.0,4
austin,29400209,78723,9016.0,1534,2.0,3
austin,29408206,78723,7492.0,1475,3.0,3
austin,29405705,78723,8929.0,1900,2.0,4
austin,29405703,78723,9060.0,1968,2.0,3
austin,29398700,78723,7971.0,944,1.0,3
austin,29408699,78723,8102.0,1341,2.0,3
austin,29398698,78723,8189.0,2006,2.0,4
austin,29408488,78723,7274.0,962,1.0,3
austin,29410196,78723,10280.0,1594,2.0,3
austin,29408195,78723,6621.0,1242,2.0,3
austin,29407194,78723,3441.0,1205,3.0,2
austin,29411188,78723,23522.4,1895,2.0,4
austin,29411186,78723,16552.8,2106,3.0,4
austin,29402685,78723,7100.0,1481,2.0,3
austin,29398684,78723,7405.0,1307,2.0,3
austin,29402677,78723,8668.0,1415,2.0,3
austin,29398676,78723,8276.0,1445,2.0,4
austin,29405675,78723,11761.2,1334,2.0,3
austin,29407486,78723,8929.0,2210,3.0,4
austin,29404169,78723,8537.0,1700,3.0,3
austin,29400169,78723,7405.0,1153,2.0,3
austin,29411167,78723,9975.0,1814,2.0,4
austin,29404166,78723,9104.0,1464,2.0,3
austin,29400163,78723,8712.0,1417,2.0,3
austin,29400161,78723,7535.0,1156,2.0,3
austin,29405660,78723,11761.2,1859,2.0,3
austin,29408155,78723,10890.0,1342,2.0,3
austin,29408654,78723,7187.0,2149,3.0,4
austin,29404154,78723,10890.0,1670,2.0,4
austin,29398653,78723,8581.0,1272,2.0,3
austin,29405650,78723,8973.0,1300,2.0,3
austin,29398649,78723,9626.0,1273,2.0,2
austin,29398648,78723,8886.0,1559,2.0,4
austin,29411146,78723,7840.0,1752,2.0,4
austin,29408143,78723,8712.0,1442,2.0,4
austin,29410142,78723,10585.0,1752,2.5,3
austin,29408440,78723,8494.0,1665,2.0,3
austin,29410141,78723,10280.0,2286,3.0,4
austin,29410139,78723,10802.0,1922,2.0,3
austin,29410136,78723,10236.0,1702,2.0,3
austin,29402135,78723,8668.0,1440,2.0,3
austin,29404132,78723,10367.0,1420,2.0,3
austin,29408128,78723,9016.0,1698,2.0,3
austin,29402625,78723,7797.0,1457,2.0,3
austin,29404123,78723,10236.0,1735,2.0,3
austin,29410984,78723,11761.2,1590,2.0,3
austin,29402121,78723,10105.0,1494,2.0,3
austin,29400118,78723,8886.0,1372,1.0,3
austin,29408617,78723,8450.0,1815,2.0,4
austin,29408113,78723,7187.0,1227,2.0,3
austin,29404484,78723,11761.2,2336,2.0,4
austin,29398609,78723,7884.0,1188,2.0,3
austin,29404108,78723,35283.6,1560,2.0,3
austin,29402606,78723,7840.0,3808,0.0,0
austin,29409982,78723,9583.0,1318,2.0,3
austin,29404103,78723,13068.0,1659,2.0,3
austin,29404101,78723,8102.0,1654,2.0,3
austin,29410098,78723,11761.2,1837,2.0,3
austin,29404096,78723,9147.0,1229,2.0,3
austin,29400095,78723,9147.0,2065,3.0,4
austin,29400135,78723,8668.0,1206,2.0,3
austin,29408591,78723,7013.0,2430,3.0,4
austin,29408589,78723,7405.0,1664,3.0,3
austin,29408088,78723,8276.0,888,1.0,2
austin,29404087,78723,9539.0,1611,2.0,3
austin,29410085,78723,10890.0,2016,3.0,4
austin,29410078,78723,11325.6,1516,2.0,4
austin,29404078,78723,8058.0,800,1.0,2
austin,29398574,78723,16552.8,2061,2.0,4
austin,29398572,78723,8712.0,1381,2.0,3
austin,29402569,78723,10454.0,1304,2.0,3
austin,29402565,78723,9583.0,1497,2.0,3
austin,68519564,78723,6534.0,1205,3.0,2
austin,29404064,78723,11325.6,1600,2.0,3
austin,29404062,78723,8712.0,1450,2.0,3
austin,69804561,78723,7361.0,1364,2.0,3
austin,29411059,78723,14810.4,1694,1.7,3
austin,29408558,78723,8276.0,2055,3.0,4
austin,29411057,78723,22651.2,1985,3.0,4
austin,29410055,78723,10193.0,1217,2.0,3
austin,29407549,78723,8102.0,1078,2.0,3
austin,29407543,78723,7448.0,1913,3.0,4
austin,144255041,78723,11325.6,2249,4.0,4
austin,29408041,78723,7424.0,1025,1.0,3
austin,29408039,78723,12196.8,1332,2.0,3
austin,29402536,78723,9583.0,1653,3.0,4
austin,29407978,78723,7753.0,800,1.0,1
austin,29402533,78723,9147.0,1580,2.0,3
austin,29407532,78723,8145.0,1402,2.0,4
austin,29408031,78723,7623.0,798,1.0,2
austin,29399952,78723,8842.0,1141,2.0,3
austin,29400027,78723,8433.0,1579,2.5,3
austin,29400024,78723,8712.0,933,1.0,3
austin,29408522,78723,10410.0,1056,2.0,3
austin,29411021,78723,23522.4,1677,2.0,3
austin,29407518,78723,8407.0,2144,3.0,4
austin,29408015,78723,7318.0,932,1.0,3
austin,29401015,78723,24829.2,1572,2.0,3
austin,29405736,78723,8145.0,1367,2.0,3
austin,29404006,78723,10018.0,1564,2.0,3
austin,29408004,78723,8842.0,1645,2.0,3
austin,29404004,78723,21344.4,3143,3.0,4
austin,29400004,78723,7405.0,1615,3.0,4
austin,29398503,78723,9060.0,1380,2.0,2
austin,124719459,78757,2003.0,1963,3.0,3
austin,241931955,78757,3650.0,1450,3.0,3
austin,29419455,78753,8973.0,960,1.0,3
austin,29413455,78752,8058.0,1376,2.0,3
austin,29417449,78752,8407.0,1378,2.0,3
austin,29418947,78757,8712.0,1105,1.0,3
austin,29417445,78752,8319.0,1127,2.0,3
austin,29415444,78752,7535.0,764,2.0,1
austin,29414431,78752,7840.0,1328,2.0,3
austin,29416430,78752,10018.0,1327,2.0,3
austin,29411928,78752,7405.0,1080,1.0,2
austin,125914926,78757,2570.0,1338,3.0,3
austin,29418426,78752,11325.6,1854,4.0,4
austin,29411926,78752,7405.0,844,1.0,2
austin,119623925,78757,4621.0,1682,3.0,3
austin,29414425,78752,9583.0,1616,2.0,3
austin,29418422,78752,8189.0,1819,3.0,3
