city,zpid,zipcode,garageSpaces,hasAssociation,yearBuilt,lotSizeSqFt,livingAreaSqFt,numOfBathrooms,numOfBedrooms,numOfStories
austin,29512777,78748,0,False,1988,8842.0,1466,2.0,3,1
austin,119622851,78748,0,True,2013,5706.0,1634,2.0,3,1
austin,70357499,78747,0,True,2006,6534.0,1708,2.0,3,1
austin,29516413,78747,2,True,1977,11325.6,2572,3.0,4,1
austin,29515904,78747,2,True,1978,12632.4,2347,3.0,3,2
austin,2095600833,78748,2,True,2017,6098.0,2035,3.0,3,2
austin,70343801,78748,0,True,2005,6534.0,1590,3.0,3,2
austin,80100898,78748,2,True,2007,6969.0,3262,3.0,4,2
austin,29509330,78748,2,False,1994,4399.0,1940,4.0,3,2
austin,80099872,78748,0,True,2008,7448.0,2599,4.0,4,2
austin,80107868,78748,0,True,2008,9257.0,1701,2.0,3,1
austin,29512829,78748,0,False,1993,6141.0,1768,3.0,3,2
austin,80100328,78748,0,True,2009,4530.0,1436,2.0,3,1
austin,124836325,78748,6,True,2016,3920.0,2417,3.0,5,2
austin,62576861,78748,0,True,2002,6969.0,2799,3.0,4,2
austin,80099776,78748,0,True,2009,5749.0,2569,3.0,5,2
austin,58637861,78748,0,True,2002,10672.0,1789,2.0,3,1
austin,70348820,78748,0,True,2006,13068.0,3252,3.0,3,1
austin,29509320,78748,0,False,1994,5924.0,1266,2.0,3,1
austin,80098857,78748,0,True,2011,7797.0,2284,3.0,3,2
austin,63228775,78748,4,True,2004,4835.0,1590,3.0,3,2
austin,64849769,78748,0,True,2004,4225.0,1133,2.0,2,1
austin,29515844,78747,0,True,1980,15246.0,2985,3.0,3,1
austin,83833267,78748,0,True,2009,4965.0,1506,2.0,4,1
austin,58317839,78748,0,True,2000,12196.8,2799,3.0,4,2
austin,29515838,78747,2,True,1980,14374.8,2607,3.0,3,1
austin,80103765,78748,0,True,2007,5662.0,1293,2.0,3,1
austin,2090745314,78748,0,True,2018,5227.0,1966,3.0,3,1
austin,58317835,78748,0,True,2001,14810.4,1947,2.0,3,1
austin,29516834,78747,0,True,1977,16552.8,2029,2.0,3,1
austin,83820758,78748,1,True,2011,4791.0,1537,2.0,3,1
austin,29516330,78747,2,True,1981,5793.0,3103,3.0,3,2
austin,29515255,78748,0,False,1992,7361.0,1796,3.0,3,2
austin,29508498,78748,0,False,1982,8407.0,1138,2.0,3,1
austin,29511073,78748,0,True,1997,4922.0,1402,3.0,3,2
austin,29505793,78748,0,False,1977,6098.0,1083,2.0,3,1
austin,80101812,78748,2,True,2007,7705.0,3262,3.0,4,2
austin,63228739,78748,0,True,2004,4835.0,1025,2.0,3,1
austin,29515799,78747,2,True,1983,6969.0,3939,4.0,4,2
austin,29509288,78748,0,False,1982,11761.2,1990,2.0,3,1
austin,119629784,78748,0,True,2013,6054.0,1485,2.0,2,1
austin,29516290,78747,0,True,1975,13939.2,2659,2.0,3,1
austin,89546723,78748,0,True,2009,6446.0,1785,2.0,4,1
austin,80105222,78748,0,True,2006,5749.0,2417,3.0,4,2
austin,2091063776,78747,0,False,1994,8145.0,1741,2.0,3,1
austin,29516776,78747,0,True,1980,2879.0,2307,3.0,3,2
austin,80107214,78748,0,True,2010,5662.0,1438,2.0,3,1
austin,29515776,78747,0,True,1982,15681.6,2960,3.0,4,2
austin,29509275,78748,0,False,1982,8189.0,1850,3.0,4,2
austin,29515775,78747,2,True,1982,15681.6,2543,3.0,4,1
austin,2089378210,78748,0,True,2008,8973.0,2416,3.0,4,1
austin,70343771,78747,2,True,2007,5967.0,2175,3.0,3,2
austin,29505774,78748,2,False,1977,6316.0,1943,2.0,3,2
austin,64678271,78748,0,True,2004,8276.0,1798,2.0,3,1
austin,58317273,78748,0,True,2002,7797.0,2547,2.0,3,1
austin,80099710,78748,0,True,2008,6011.0,1406,2.0,3,1
austin,29516271,78747,0,True,1974,13503.6,3365,4.0,4,2
austin,70343770,78747,0,True,2006,5488.0,2684,3.0,3,2
austin,83124207,78748,0,True,2008,8189.0,2569,3.0,5,2
austin,64548270,78748,2,True,2003,8189.0,2917,4.0,4,2
austin,58317272,78748,0,True,2001,9408.0,2945,4.0,4,2
austin,29509270,78748,0,False,1982,8668.0,1838,2.0,4,1
austin,29509268,78748,0,False,1982,10454.0,1857,2.0,3,1
austin,29516757,78747,2,True,1979,2627.0,1690,2.0,2,1
austin,29515193,78748,0,False,1993,8799.0,2220,3.0,4,2
austin,29512767,78748,0,False,1991,5662.0,1578,3.0,3,2
austin,80092187,78748,2,True,2008,6098.0,2573,3.0,4,2
austin,29505762,78748,0,False,1977,11325.6,1474,2.0,4,2
austin,29512760,78748,2,False,1988,5793.0,1280,2.0,3,1
austin,29515185,78748,2,False,1989,9888.0,2904,3.0,5,2
austin,63386256,78747,0,True,2004,7753.0,1928,2.0,3,1
austin,89459183,78748,0,True,2009,7056.0,2145,2.0,4,1
austin,79978255,78748,5,True,2007,10497.0,3772,3.0,5,2
austin,29515741,78747,0,True,1991,14810.4,3497,3.0,3,1
austin,64444170,78748,0,True,2004,6534.0,1870,3.0,3,2
austin,80091754,78748,3,True,2012,7492.0,2517,4.0,4,2
austin,29515739,78747,2,True,1979,13503.6,4113,6.0,3,2
austin,89548160,78748,2,True,2010,5662.0,1438,2.0,3,1
austin,29515229,78748,0,False,1989,20908.8,1798,3.0,4,2
austin,29509246,78748,0,False,1982,8015.0,1593,2.0,3,1
austin,29515221,78748,0,False,1989,18730.8,1795,3.0,3,2
austin,80108651,78748,0,True,2007,5662.0,2417,3.0,4,2
austin,29505745,78748,0,False,1975,7579.0,1358,2.0,3,1
austin,89551241,78748,0,True,2012,11325.6,2730,3.0,4,2
austin,80098148,78748,0,True,2006,6969.0,2026,3.0,5,2
austin,29514905,78739,3,True,1985,43560.0,3381,3.0,5,1
austin,125803403,78739,2,True,2018,7013.0,2637,3.0,4,2
austin,2088367738,78748,0,True,2018,4791.0,1993,3.0,3,1
austin,29515701,78747,0,True,1980,13068.0,2237,3.0,3,1
austin,29505738,78748,0,False,1975,7143.0,1110,2.0,3,1
austin,29511903,78739,0,True,2001,9844.0,3630,3.0,4,2
austin,60135692,78748,0,True,2002,7100.0,2799,3.0,4,2
austin,80093624,78748,0,True,2007,5749.0,2416,3.0,4,2
austin,29509236,78748,0,False,1986,6838.0,1178,1.0,3,1
austin,64784191,78748,0,True,2003,7492.0,1961,2.0,4,1
austin,2103231234,78748,2,False,2013,6054.0,1886,2.5,3,2
austin,70335620,78748,2,True,2005,5924.0,1507,2.5,3,2
austin,119618899,78739,0,True,2015,6751.0,3155,4.0,5,2
austin,119614899,78748,0,True,2019,11761.2,1986,3.0,3,2
austin,29505730,78748,0,False,1975,10890.0,1286,2.0,3,1
austin,58317669,78748,2,True,2001,6490.0,1699,2.0,3,1
austin,110538898,78748,2,True,2010,6708.0,1618,2.0,3,1
austin,89547082,78748,0,True,2009,5749.0,2416,3.0,4,2
austin,29514896,78739,3,True,1994,46173.6,3600,5.0,4,1
austin,58317653,78748,0,True,2001,6490.0,1567,2.0,3,1
austin,80095068,78748,0,True,2008,6098.0,1538,2.0,3,1
austin,60135643,78748,2,True,2002,7535.0,1947,2.0,3,1
austin,241933391,78748,0,True,2016,7906.0,2620,4.0,5,2
austin,29505717,78748,0,True,1977,6490.0,1489,3.0,3,2
austin,58317640,78748,0,True,2001,8276.0,2155,2.0,4,1
austin,70335562,78748,0,True,2006,5227.0,1570,3.0,3,2
austin,64704421,78748,2,True,2004,10454.0,3137,4.0,4,2
austin,29511891,78739,0,True,1986,9713.0,1583,2.0,3,1
austin,29515135,78748,0,False,1993,37461.6,1855,3.0,3,2
austin,29513389,78748,2,True,1982,12632.4,2098,2.0,3,1
austin,70335559,78748,0,True,2005,5227.0,1926,3.0,3,2
austin,64675384,78739,4,True,2003,24829.2,3642,4.0,4,2
austin,119625709,78748,0,True,2013,6033.0,1485,2.0,3,1
austin,58317632,78748,0,True,2001,6795.0,1540,2.0,3,1
austin,119622209,78748,0,True,2013,6054.0,1658,3.0,3,2
austin,83827555,78748,0,True,2012,7666.0,2658,3.0,4,2
austin,58317628,78748,2,True,2001,6795.0,2003,2.0,3,1
austin,29515374,78748,0,True,1999,10541.0,1573,2.0,3,1
austin,70335551,78748,2,True,2003,4965.0,1763,3.0,3,2
austin,80087627,78748,0,True,2007,6316.0,2026,2.0,3,1
austin,29515373,78748,2,True,2000,6490.0,2123,3.0,4,2
austin,80096708,78748,0,True,2012,8102.0,2593,3.0,4,2
austin,70335546,78748,0,True,2005,8189.0,1570,3.0,3,2
austin,119620706,78748,2,True,2014,5749.0,1772,2.0,3,1
austin,144399871,78739,0,True,2012,9234.0,2396,3.0,3,1
austin,79982039,78748,0,True,2007,6969.0,1900,3.0,3,2
austin,29506205,78748,1,False,1982,7666.0,1775,3.0,3,2
austin,29511204,78748,0,True,1997,5227.0,1241,2.0,3,1
austin,58317618,78748,0,True,2000,10497.0,2907,3.0,4,2
austin,64743539,78748,2,True,2004,7139.0,1946,3.0,3,2
austin,80089703,78748,2,True,2007,8799.0,2526,2.0,4,1
austin,29510360,78748,0,False,1968,34412.4,2680,3.0,4,1
austin,79982037,78748,0,True,2006,5749.0,2524,4.0,4,2
austin,29505699,78748,4,False,1975,6621.0,1461,2.0,3,2
austin,29514850,78748,0,True,1999,12196.8,2941,3.0,4,2
austin,64427031,78748,2,True,2003,4225.0,1422,3.0,3,2
austin,29513849,78739,2,True,1992,43560.0,3448,3.0,4,2
austin,29511192,78748,2,True,1995,6446.0,1299,2.0,3,1
austin,70335523,78748,0,True,2005,7187.0,1870,3.0,3,2
austin,29515347,78748,0,True,1998,6011.0,1420,2.0,4,1
austin,64721106,78748,2,True,2003,10890.0,3071,3.0,5,2
austin,64820022,78748,0,True,2004,5880.0,1909,3.0,4,2
austin,70357599,78747,0,True,2007,6098.0,2094,3.0,3,2
austin,83126518,78748,0,True,2008,5749.0,1944,3.0,4,2
austin,29515345,78748,0,True,1998,6011.0,1375,2.0,3,1
austin,70357598,78747,2,True,2006,6229.0,2601,3.0,4,2
austin,119621344,78739,2,True,2013,6795.0,2492,3.0,4,2
austin,63228686,78747,2,True,2004,6141.0,2684,3.0,4,2
austin,70343344,78748,3,True,2010,13068.0,2597,3.0,4,1
austin,29509185,78748,4,False,1981,8015.0,1619,2.0,3,1
austin,70357596,78747,0,True,2007,6534.0,2162,2.0,4,1
austin,70335484,78748,0,True,2005,4748.0,1860,3.0,4,2
austin,29511844,78739,0,True,1986,8145.0,2067,2.0,4,1
austin,29514843,78748,0,True,2000,16552.8,2440,3.0,4,1
austin,63228684,78747,0,True,2004,6098.0,2958,3.0,4,2
austin,70357588,78747,0,True,2007,7405.0,2062,2.0,3,1
austin,119631340,78748,1,True,2019,11761.2,2303,3.0,4,2
austin,80096082,78748,0,True,2009,6577.0,1914,2.0,3,1
austin,29512340,78748,0,True,1985,6621.0,1662,2.0,3,1
austin,29511181,78748,1,True,1995,7797.0,1440,3.0,3,2
austin,70343337,78748,0,True,2008,13503.6,4024,4.0,5,2
austin,58317581,78748,0,True,2001,9757.0,3268,4.0,4,2
austin,29513337,78748,0,True,1987,11325.6,2275,3.0,4,2
austin,70357580,78747,2,True,2007,8712.0,3096,3.0,3,2
austin,145552335,78739,0,True,2015,8973.0,3449,4.0,4,2
austin,70357578,78747,0,True,2006,7884.0,1909,3.0,4,1
austin,70343335,78748,2,True,2010,14374.8,2638,3.0,4,1
austin,70357575,78747,0,True,2006,6534.0,1609,2.0,3,1
austin,29509172,78748,0,False,1982,7927.0,1709,2.0,4,1
austin,80094571,78748,2,True,2013,5793.0,2523,3.0,3,2
austin,80087168,78748,0,True,2009,10018.0,2758,3.0,4,1
austin,58317564,78748,2,True,2002,7840.0,3131,4.0,4,2
austin,58317563,78748,0,True,2002,7884.0,2928,4.0,4,2
austin,29511162,78748,0,True,1997,5096.0,1247,2.0,3,1
austin,29509161,78748,2,False,1963,65340.0,1558,1.0,3,1
austin,70357478,78747,3,True,2006,6621.0,1708,2.0,3,1
austin,83831831,78748,0,True,2011,7840.0,2932,3.5,4,2
austin,29515498,78748,0,True,1999,6621.0,2300,3.0,3,2
austin,64538045,78748,0,True,2003,10890.0,2917,4.0,4,2
austin,58317544,78748,0,True,2001,8145.0,2917,3.0,4,2
austin,29513497,78748,1,True,1988,7684.0,1860,3.0,3,2
austin,29509157,78748,1,False,1955,43995.6,1208,1.0,2,1
austin,70357536,78747,0,True,2006,5488.0,1609,2.0,3,1
austin,29511996,78739,0,True,1999,9931.0,3045,4.0,4,2
austin,29509154,78748,4,False,1981,27007.2,2142,4.0,3,2
austin,70343323,78748,0,True,2007,15681.6,3091,3.0,4,1
austin,29514823,78739,2,True,1993,50094.0,2750,2.0,4,1
austin,64886821,78739,0,True,2003,14810.4,2549,2.0,4,1
austin,70343317,78748,3,True,2006,23522.4,3892,4.0,4,1
austin,114406315,78748,2,True,2011,5532.0,2239,2.5,4,2
austin,111371813,78748,3,True,2012,5749.0,3195,4.0,4,2
austin,29515310,78748,2,True,1999,5662.0,1573,2.0,3,1
austin,70335308,78748,2,True,2007,10454.0,3186,4.0,5,2
austin,29511806,78739,2,True,1991,11761.2,2440,3.0,4,2
austin,29514805,78739,0,True,1984,43560.0,3082,4.0,3,2
austin,70343303,78748,3,True,2010,13068.0,3589,4.0,4,2
austin,29512302,78748,0,True,1983,14810.4,1806,2.0,3,1
austin,29514801,78739,0,True,1984,54885.6,2774,3.0,4,1
austin,70335296,78748,0,True,2005,11761.2,2365,2.0,3,1
austin,29513789,78739,0,True,1991,24829.2,3318,3.0,5,1
austin,119618787,78739,0,True,2014,6882.0,2489,3.0,3,2
austin,29514784,78748,0,True,1998,9626.0,2074,2.0,4,1
austin,29513781,78739,0,True,1993,17859.6,2328,3.0,4,1
austin,119616778,78739,0,True,2014,6751.0,2747,4.0,4,2
austin,29514778,78748,0,True,1997,9496.0,1982,2.0,3,1
austin,2092363276,78739,0,True,2018,6751.0,2935,4.0,4,2
austin,29514773,78748,0,True,1996,13068.0,2333,2.0,3,1
austin,119630272,78739,0,True,2014,6751.0,2464,3.0,4,2
austin,29512267,78748,0,True,1983,12632.4,2108,2.0,4,1
austin,70343262,78748,3,True,2011,16988.4,3040,3.0,3,1
austin,64449760,78739,0,True,2003,20908.8,3124,3.0,4,1
austin,29513759,78739,2,True,1979,21780.0,2167,2.0,3,1
austin,29513756,78739,0,False,1993,44431.2,3269,3.0,4,2
austin,29512254,78748,0,True,1973,37897.2,1778,2.0,3,1
austin,29512750,78739,3,True,2002,14374.8,3518,3.0,3,2
austin,29514748,78748,0,True,1996,10149.0,2227,2.0,3,1
austin,29513747,78739,0,False,1994,43995.6,3731,4.0,5,2
austin,70343243,78748,3,True,2010,17859.6,3818,5.0,4,2
austin,70343242,78748,3,True,2010,16117.2,3603,5.0,5,2
austin,29512742,78739,4,True,1985,17859.6,1724,2.0,3,1
austin,29511736,78739,0,True,1985,8537.0,1846,2.0,3,1
austin,120897234,78748,0,True,2012,5445.0,1438,3.0,3,2
austin,2090311233,78748,0,True,2013,11761.2,2154,3.0,3,1
austin,29514726,78748,0,True,1999,9016.0,2796,3.0,4,2
austin,29512723,78739,0,True,1999,15681.6,3614,2.0,3,2
austin,119626216,78748,0,True,2014,11761.2,1691,2.0,3,1
austin,29513713,78748,0,False,1984,43995.6,2464,3.0,4,2
austin,58317710,78748,0,True,2000,6621.0,1573,2.0,3,1
austin,58317709,78748,0,True,2000,6621.0,1668,2.0,3,1
austin,119621208,78739,0,True,2013,8232.0,2071,2.0,3,1
austin,29511707,78739,0,True,1985,21344.4,2141,3.0,4,2
austin,29513704,78739,0,False,1994,43560.0,2959,3.0,4,1
austin,29514694,78748,2,True,2001,14374.8,3206,4.0,4,2
austin,29514692,78748,0,True,1998,15246.0,2700,3.0,4,1
austin,58317685,78748,0,True,2000,5749.0,1851,3.0,3,2
austin,29514682,78748,3,True,2000,14374.8,2766,3.0,3,2
austin,29514680,78748,0,True,1999,13939.2,2356,2.5,4,2
austin,83829679,78739,0,True,2014,8145.0,3121,4.0,5,2
austin,64804679,78739,2,True,2004,14374.8,3941,4.0,5,2
austin,64732679,78748,0,True,2004,9583.0,2697,2.0,4,1
austin,29513677,78739,0,True,1975,23086.8,2065,2.0,3,1
austin,64574173,78739,0,True,2003,17424.0,2614,2.0,4,1
austin,64525173,78739,0,True,2004,15246.0,3155,4.0,4,2
austin,29513673,78739,0,True,1975,23086.8,1835,3.0,3,1
austin,29514667,78748,2,True,2000,9453.0,2796,3.0,4,2
austin,119624220,78739,0,True,2013,7013.0,1828,2.0,3,1
austin,111372154,78748,2,True,2013,5676.0,2332,3.0,3,1
austin,29514654,78748,0,True,1998,15246.0,2776,3.0,3,2
austin,29511652,78739,2,True,1991,10890.0,2641,3.0,4,1
austin,29515418,78748,0,True,1996,8058.0,1441,2.0,3,1
austin,119630142,78739,0,True,2013,6751.0,1887,2.0,3,1
austin,29511629,78748,2,True,1987,15681.6,1862,2.0,3,1
austin,125804127,78739,0,True,2015,8015.0,3141,3.0,4,2
austin,29512627,78739,2,True,1976,27878.4,2374,2.0,3,1
austin,29512625,78739,0,True,1983,20908.8,2482,2.0,3,1
austin,119623119,78739,0,True,2014,6969.0,3137,4.0,5,2
austin,29512617,78739,0,True,1977,26136.0,2225,2.0,4,1
austin,29511615,78748,0,True,1987,16552.8,2213,2.0,4,1
austin,83827267,78739,0,True,2012,10628.0,2066,2.0,3,1
austin,29511604,78748,0,True,1992,17424.0,3005,4.0,4,2
austin,125904100,78739,2,True,2017,6751.0,2643,3.0,4,2
austin,29512599,78739,0,True,1982,23086.8,2240,2.0,3,1
austin,29512597,78739,0,True,1982,25700.4,2344,2.0,4,1
austin,64458595,78739,0,True,2004,14810.4,2549,2.0,3,1
austin,29513593,78748,2,True,1988,7405.0,1515,2.0,3,1
austin,29511591,78739,0,True,1984,20037.6,2158,2.0,4,1
austin,29512590,78739,0,True,1983,21344.4,2262,2.0,4,1
austin,29514644,78748,5,True,1996,14374.8,2989,4.0,5,2
austin,70332589,78748,0,True,2007,7535.0,2046,2.0,4,1
austin,29514587,78748,0,True,2001,18730.8,3484,4.0,5,2
austin,29513587,78748,0,True,1989,6969.0,1713,2.0,4,1
austin,70332586,78748,0,True,2008,9844.0,2443,3.0,4,2
austin,29511586,78739,0,True,1984,10890.0,2235,2.0,4,1
austin,29513584,78748,0,True,1987,8363.0,1873,2.0,3,1
austin,29513583,78748,0,True,1987,7927.0,1854,3.0,4,1
austin,64534580,78739,0,True,2003,15681.6,2230,2.0,4,1
austin,29512574,78748,0,True,1981,18730.8,2600,4.0,4,2
austin,119623572,78748,0,True,2015,11761.2,1796,2.0,3,1
austin,29510560,78739,0,True,1995,22215.6,3052,3.0,1,2
austin,29511555,78748,0,True,1973,23958.0,2273,3.0,4,1
austin,83126554,78748,0,True,2008,7666.0,2374,3.0,3,2
austin,29512552,78739,2,True,1977,21780.0,2150,4.0,4,1
austin,111373050,78748,3,True,2013,11761.2,3285,4.0,4,1
austin,70343297,78748,0,True,2010,13939.2,2653,3.0,3,1
austin,83126549,78748,2,True,2009,6098.0,3098,3.0,4,2
austin,83126545,78748,0,True,2008,10890.0,2107,2.0,3,1
austin,29515544,78739,2,True,1994,43560.0,2464,3.0,4,1
austin,145656495,78739,2,True,2015,9748.0,3244,5.0,4,2
austin,83824540,78748,3,True,2011,43560.0,3448,4.0,4,1
austin,111371036,78748,0,True,2014,7492.0,2076,2.0,4,1
austin,251029034,78739,0,True,2017,7710.0,2905,3.0,4,2
austin,29514529,78748,0,True,1999,19166.4,2796,3.0,5,2
austin,29513527,78748,0,True,1988,7013.0,2221,3.0,4,2
austin,29514526,78748,0,True,1999,11761.2,2250,2.0,4,1
austin,29515525,78739,0,True,1992,66646.8,2893,3.0,4,1
austin,29512524,78739,0,True,1982,20908.8,2052,2.0,4,1
austin,83819021,78748,2,True,2010,7230.0,2122,2.0,4,1
austin,2084648020,78739,0,True,2019,6751.0,2657,3.0,4,2
austin,64443019,78739,3,True,2003,17424.0,3941,4.0,5,2
austin,29513519,78748,0,True,1987,10236.0,1587,3.0,3,2
austin,29510519,78749,0,True,1993,9016.0,2751,3.0,4,2
austin,60139018,78739,0,True,2002,16552.8,2616,2.0,4,1
austin,29513518,78748,0,True,1986,7797.0,2640,3.0,4,2
austin,29446017,78727,2,False,1985,7971.0,1454,2.0,4,1
austin,29514768,78748,2,True,1998,9743.0,2608,3.0,4,2
austin,60139008,78739,3,True,2002,18730.8,3642,4.0,4,2
austin,29512508,78739,2,False,1974,23086.8,2429,4.0,4,1
austin,29367821,78759,0,False,1993,16552.8,2576,3.0,4,2
austin,64609006,78739,0,True,2003,15246.0,2230,2.0,4,1
austin,29515506,78739,0,True,1993,54450.0,2896,2.0,4,1
austin,125917502,78739,0,True,2016,6760.0,2901,4.0,4,2
austin,29512501,78739,2,True,1978,23958.0,2282,2.0,3,1
austin,29369233,78759,0,False,1960,14374.8,1356,2.0,3,1
austin,58305729,78727,0,False,1991,6054.0,1679,2.0,3,1
austin,29371808,78759,2,False,1975,15246.0,1930,2.0,3,2
austin,29436975,78753,0,True,1995,6882.0,2333,3.0,4,2
austin,29436971,78753,0,True,1999,12196.8,1687,2.0,3,1
austin,29438960,78753,2,True,2000,19166.4,3700,3.0,4,2
austin,70354953,78753,0,True,2007,6359.0,2690,4.0,4,2
austin,124836948,78754,0,True,2014,4356.0,1456,2.0,3,1
austin,70354944,78753,0,True,2006,7187.0,2847,4.0,4,2
austin,145655434,78753,0,True,2016,5706.0,1753,2.0,3,1
austin,29434419,78753,0,False,1984,6098.0,1346,1.0,3,1
austin,29438915,78753,0,True,1993,6098.0,1644,2.0,3,1
austin,29437912,78753,2,True,1998,6795.0,2511,3.0,4,2
austin,29433399,78753,0,False,1984,6316.0,914,2.0,2,1
austin,29437892,78753,0,True,1997,5967.0,1522,2.0,3,1
austin,29433387,78753,1,False,1984,6403.0,1052,1.0,3,1
austin,124906385,78753,0,True,2016,6229.0,2505,3.0,4,2
austin,29436885,78753,0,False,1986,4399.0,1309,2.0,3,2
austin,29436884,78753,0,False,1986,4181.0,1184,2.0,3,2
austin,29433384,78753,2,False,1984,7187.0,1332,2.0,3,1
austin,2091970383,78753,2,True,2016,8886.0,1962,3.0,3,2
austin,29436878,78753,0,False,1986,4791.0,928,2.0,3,1
austin,29437872,78753,2,True,1998,10411.0,2189,2.0,3,1
austin,29437869,78753,0,True,1999,6098.0,2459,3.0,4,2
austin,29436868,78753,0,False,1986,5662.0,1500,2.0,3,1
austin,29436867,78753,2,False,1986,5924.0,1602,3.0,3,2
austin,29434867,78753,0,False,1984,8102.0,1040,2.0,2,1
austin,29433361,78753,0,False,1984,8668.0,1158,2.0,3,1
austin,29438858,78753,0,True,1993,8363.0,1901,2.0,3,1
austin,29433356,78753,0,False,1984,6403.0,914,2.0,2,1
austin,29433354,78753,0,False,1984,6534.0,1024,1.0,3,1
austin,29433352,78753,0,False,1984,5967.0,1040,2.0,2,1
austin,29438851,78753,0,True,1992,6838.0,1799,2.0,3,1
austin,29437845,78753,2,True,1999,8145.0,1901,2.0,3,1
austin,29438844,78753,6,True,1992,6534.0,2341,3.0,4,2
austin,29433344,78753,0,False,1984,6098.0,1020,1.0,3,1
austin,29438841,78753,4,True,1993,9278.0,2205,3.0,4,2
austin,29433339,78753,0,False,1984,5880.0,1304,2.0,3,1
austin,29434838,78753,0,False,1983,7187.0,880,1.0,2,1
austin,29434830,78753,0,False,1983,6019.0,1424,3.0,3,2
austin,125891329,78753,2,True,2015,5140.0,2466,4.0,4,2
austin,29433328,78753,0,False,1983,5662.0,1346,1.0,3,1
austin,29434823,78753,0,False,1983,6098.0,1162,2.0,3,1
austin,29437821,78753,0,True,1998,8363.0,2135,2.0,4,1
austin,29436816,78753,0,True,1986,5227.0,1114,2.5,2,1
austin,29437814,78753,0,True,1998,8755.0,1682,2.0,3,1
austin,29433314,78753,0,False,1983,7840.0,1500,3.0,3,2
austin,29436808,78753,2,True,1986,5227.0,1115,2.0,3,1
austin,29437804,78753,0,True,1998,8450.0,1522,2.0,3,1
austin,29436799,78753,0,True,1986,3885.0,861,1.0,2,1
austin,29438796,78753,0,True,1987,10497.0,1589,2.0,3,1
austin,29434793,78753,2,False,1984,6751.0,1309,2.0,3,1
austin,241930788,78753,0,True,2017,5227.0,2466,3.0,4,2
austin,29437787,78753,0,True,1998,12632.4,3302,3.0,4,2
austin,29434786,78753,1,False,1983,7143.0,891,1.0,2,1
austin,29435284,78753,0,False,1982,6534.0,884,1.0,2,1
austin,29435280,78753,2,False,1982,6577.0,1535,2.0,2,1
austin,29434779,78753,2,False,1983,6490.0,1294,2.0,3,1
austin,29436770,78753,0,True,1986,4464.0,955,2.0,2,1
austin,29436768,78753,0,True,1986,4486.0,955,2.0,2,1
austin,125458755,78753,2,True,2016,6316.0,2797,3.0,4,2
austin,29433254,78753,2,False,1984,7405.0,1236,2.0,3,1
austin,29435253,78753,0,False,1985,4356.0,1291,2.0,3,2
austin,29438752,78753,2,True,1987,5662.0,1640,2.0,3,1
austin,29434734,78753,0,False,1983,5662.0,1228,2.0,3,1
austin,58304732,78753,0,True,2000,3345.0,1136,2.0,2,2
austin,29438725,78753,0,True,1993,6403.0,2233,3.0,4,2
austin,29435219,78753,1,False,1982,6180.0,884,1.0,2,1
austin,29437711,78753,0,True,1998,7710.0,1911,2.0,3,1
austin,29437700,78753,0,True,1998,6011.0,2149,3.0,3,2
austin,29437688,78753,0,True,1999,6969.0,2113,3.0,4,2
austin,29437998,78753,0,True,1998,7623.0,1846,2.0,3,1
austin,29434675,78753,0,False,1983,7187.0,1536,2.0,3,1
austin,70327172,78753,0,True,2007,6098.0,2860,3.0,5,2
austin,145655165,78753,2,True,2016,5649.0,2898,3.0,4,2
austin,29434649,78753,0,False,1983,6708.0,851,1.0,2,1
austin,29436643,78753,2,False,1993,9147.0,2091,3.0,4,2
austin,29438997,78753,0,True,2000,6098.0,2586,3.0,3,2
austin,29438768,78753,0,True,1987,6359.0,2207,3.0,3,2
austin,29434635,78753,1,False,1983,6403.0,1049,2.0,2,1
austin,29437114,78753,0,True,2001,6751.0,2574,3.0,4,2
austin,29435608,78753,0,False,1986,7448.0,1485,2.0,3,2
austin,29434601,78753,0,False,1985,6534.0,1426,2.0,4,2
austin,124903598,78753,0,True,2015,5140.0,2894,3.0,4,2
austin,29435094,78753,0,False,1985,8712.0,1150,2.0,3,1
austin,29435590,78753,0,False,1985,7274.0,1040,2.0,2,1
austin,29435581,78753,2,False,1986,7971.0,1305,2.0,3,1
austin,29434569,78753,0,False,1985,11761.2,1153,2.0,3,1
austin,29437063,78753,2,True,2001,9583.0,2332,3.0,4,2
austin,29439052,78753,0,True,1993,6054.0,1576,2.0,3,1
austin,60137548,78753,1,True,2002,3441.0,1136,3.0,2,2
austin,60137546,78753,1,True,2002,4835.0,1722,3.0,3,2
austin,29437046,78753,0,True,1999,5967.0,3302,3.0,4,2
austin,60137544,78753,1,True,2002,3441.0,1136,3.0,2,2
austin,29434541,78753,0,False,1983,6490.0,840,1.0,2,1
austin,29437995,78753,4,True,2001,8232.0,3750,3.0,4,2
austin,29437033,78753,2,True,2000,7187.0,1647,2.0,3,1
austin,29439031,78753,2,True,1988,5619.0,1760,3.0,3,2
austin,29439020,78753,0,True,1989,8712.0,2061,3.0,3,2
austin,29434511,78753,0,False,1982,7405.0,1487,3.0,3,2
austin,70354493,78754,2,True,2006,5749.0,1766,2.0,3,1
austin,122585968,78754,0,True,2014,7405.0,1670,2.0,3,1
austin,70339491,78754,2,True,2008,5880.0,2476,3.0,4,2
austin,83830466,78754,0,True,2009,7840.0,1704,2.0,3,1
austin,29424463,78754,4,True,1990,9060.0,1933,2.0,3,1
