zpid,city,zipcode,latitude,longitude,yearBuilt,latestPrice,latest_salemonth,lotSizeSqFt,livingAreaSqFt,avgSchoolRating,numOfBathrooms,numOfBedrooms
70339386,austin,78754,30.37700462,-97.65350342,2005,265000,11,6359,1683,4.333333333,2,3
119616383,austin,78754,30.36525536,-97.64886475,2014,245000,11,7405,1346,4.333333333,2,3
70354381,austin,78754,30.37029076,-97.65675354,2007,235000,4,5052,1413,4.333333333,3,3
58302377,austin,78754,30.3715477,-97.65995026,2003,329900,7,8015,2319,4.333333333,3,3
79976867,austin,78754,30.36461449,-97.64298248,2007,255000,8,7199,1961,4.333333333,2,4
58302364,austin,78754,30.37402344,-97.66194916,2002,315000,1,9278,2881,4.333333333,3,4
70339362,austin,78754,30.37223625,-97.65207672,2007,323000,10,7230,3025,4.333333333,4,4
70339360,austin,78754,30.37190247,-97.65176392,2006,259999,10,8494,1766,4.333333333,2,3
58302352,austin,78754,30.37371063,-97.66046143,2002,315000,11,8102,2451,4.333333333,2,4
29429351,austin,78754,30.36804962,-97.66361237,1979,330000,8,16988.4,1740,4.333333333,2,3
83829336,austin,78754,30.36704636,-97.65090942,2012,248000,9,7274,1346,4.333333333,2,3
69815833,austin,78754,30.37089729,-97.6530838,2006,264900,5,6577,2566,4.333333333,4,4
83826830,austin,78754,30.36698723,-97.65148163,2011,249900,12,4573,1591,4.333333333,3,4
80087326,austin,78754,30.36143875,-97.64444733,2008,240000,8,6011,1436,4.333333333,2,3
70339322,austin,78754,30.37342262,-97.65089417,2005,259900,3,7143,1799,4.333333333,2,3
83822813,austin,78754,30.36749268,-97.65368652,2012,229995,4,4356,1346,4.333333333,2,3
70334311,austin,78754,30.37114143,-97.66252899,2006,345000,10,10018,2294,4.333333333,3,4
70339300,austin,78754,30.37114334,-97.65197754,2005,239900,4,6882,1799,4.333333333,2,3
70339499,austin,78754,30.37472343,-97.65100861,2005,249900,9,6359,1799,4.333333333,2,3
83820788,austin,78754,30.36747169,-97.65193939,2011,189123,6,4878,1707,4.333333333,3,3
70339286,austin,78754,30.3718605,-97.65345001,2007,309989,10,7927,2959,4.333333333,3,4
29433284,austin,78753,30.37663078,-97.66124725,1984,225000,10,9104,1158,3.666666667,2,3
29433281,austin,78753,30.37726402,-97.66148376,1984,224900,4,8929,1422,3.666666667,3,3
83819277,austin,78754,30.36866951,-97.65370178,2011,250000,7,5401,1590,4.333333333,3,3
70339277,austin,78754,30.37341881,-97.65293121,2005,306000,2,7013,2895,4.333333333,3,4
70339265,austin,78754,30.37431908,-97.65059662,2005,289000,9,6795,1962,4.333333333,2,4
241932260,austin,78754,30.36204338,-97.65493774,2016,412990,10,16988.4,2657,4.333333333,3,4
80102248,austin,78754,30.37007141,-97.65142822,2010,175630,4,5749,1400,4.333333333,2,3
80089748,austin,78754,30.36174965,-97.64232635,2009,235000,1,6795,1836,4.333333333,3,4
80096245,austin,78754,30.36379242,-97.64444733,2008,138900,12,7187,1675,4.333333333,2,3
80100736,austin,78754,30.36124039,-97.64266968,2010,176465,6,5749,1565,4.333333333,2,3
79981223,austin,78754,30.36469269,-97.6443634,2006,265000,9,8276,1675,4.333333333,2,3
79981222,austin,78754,30.3649044,-97.64417267,2006,248000,4,10672,2110,4.333333333,2,4
63836720,austin,78754,30.37738609,-97.65372467,2004,259900,4,5998,1722,4.333333333,2,3
80106711,austin,78754,30.36435127,-97.64390564,2007,264788,1,10149,2596,4.333333333,4,4
83816209,austin,78754,30.36234474,-97.63796234,2007,265000,5,5662,2569,4.333333333,3,5
70354706,austin,78754,30.37495613,-97.6477356,2009,254999,5,6499,1672,4.333333333,2,4
79981204,austin,78754,30.36030388,-97.64501953,2006,245000,12,5750,1801,4.333333333,2,4
64813196,austin,78754,30.37158394,-97.66200256,2004,375000,10,11325.6,2451,4.333333333,2,3
80102691,austin,78754,30.36046791,-97.64261627,2007,255000,7,5924,1801,4.333333333,2,4
70354688,austin,78754,30.37472725,-97.6490097,2006,249999,3,6098,1617,4.333333333,2,3
83832676,austin,78754,30.36249161,-97.64610291,2007,165000,3,7143,2026,4.333333333,3,5
70339175,austin,78754,30.36013412,-97.63848114,2005,200000,11,4356,1135,4.333333333,2,3
2084214670,austin,78754,30.35511971,-97.64183807,2019,318990,10,5998,2514,4.333333333,2.5,4
83827170,austin,78754,30.36791992,-97.6518631,2011,250000,10,4443,1591,4.333333333,3,3
70339160,austin,78754,30.36057663,-97.6387558,2010,229999,8,4617,1554,4.333333333,3,3
70339148,austin,78754,30.36014557,-97.63921356,2007,135000,5,4356,1378,4.333333333,2,3
70339146,austin,78754,30.35992241,-97.63909912,2006,265000,3,5749,2295,4.333333333,3,5
70339138,austin,78754,30.36068916,-97.63977814,2006,245000,6,7927,1986,4.333333333,3,5
70339135,austin,78754,30.36095619,-97.63943481,2008,225000,8,4356,1424,4.333333333,2,3
241936111,austin,78754,30.36323547,-97.65370941,2016,264900,5,16988.4,1740,4.333333333,2,3
70339110,austin,78754,30.362957,-97.63733673,2010,234900,7,4443,1516,4.333333333,3,3
63398109,austin,78754,30.37819672,-97.6552887,2004,248000,7,9713,1772,4.333333333,2,3
64858594,austin,78754,30.37207031,-97.66047668,2003,312500,4,9626,2018,4.333333333,2,4
80092091,austin,78754,30.37132645,-97.64946747,2008,300000,6,8276,2705,4.333333333,4,4
70339089,austin,78754,30.3583889,-97.64163208,2005,276900,7,8363,2603,4.333333333,2,4
145658088,austin,78754,30.36511803,-97.65351105,2015,329000,10,16988.4,3039,4.333333333,3,4
64718587,austin,78754,30.37181282,-97.66291046,2003,349900,4,10890,2502,4.333333333,4,4
119625580,austin,78754,30.3757267,-97.65905762,2014,274900,7,9452,1685,4.333333333,2,3
70339079,austin,78754,30.35849762,-97.64354706,2005,242000,8,7187,1731,4.333333333,2,3
70339440,austin,78754,30.3757,-97.64990997,2005,259900,5,5967,2432,4.333333333,3,4
119621075,austin,78754,30.3664093,-97.64918518,2013,249900,6,6098,1711,4.333333333,3,3
70339047,austin,78754,30.35941887,-97.64192963,2006,265000,5,8363,2281,4.333333333,3,4
70349041,austin,78754,30.37428665,-97.64720917,2006,235000,10,5749,1410,4.333333333,2,3
80094539,austin,78754,30.36278725,-97.64318848,2010,290000,10,12632.4,2000,4.333333333,2,4
70339039,austin,78754,30.35931778,-97.64347839,2006,299500,3,7187,3183,4.333333333,3,4
70339038,austin,78754,30.35928917,-97.64366913,2005,330000,4,7187,2358,4.333333333,3,4
70339027,austin,78754,30.35976982,-97.64365387,2005,279900,9,7344,2020,4.333333333,2,3
241930522,austin,78754,30.36787415,-97.64821625,2018,297990,3,7718,2865,4.333333333,3,4
70339020,austin,78754,30.359972,-97.64231873,2006,161000,9,8973,1675,4.333333333,2,3
80097017,austin,78754,30.37098312,-97.6506958,2008,325000,12,8708,2736,4.333333333,4,5
83818388,austin,78754,30.36853981,-97.65272522,2012,240000,7,4356,1482,4.333333333,2.5,3
83824011,austin,78754,30.36860085,-97.65283203,2011,187000,5,4399,1666,4.333333333,3,3
70339502,austin,78754,30.37492752,-97.65033722,2005,275000,6,7361,1936,4.333333333,2,4
70339501,austin,78754,30.37492371,-97.65053558,2006,262000,6,7971,1825,4.333333333,2,3
29424454,austin,78754,30.35238266,-97.6142807,1990,269000,9,9539,1810,5,2,3
80101450,austin,78754,30.37321854,-97.61260223,2007,150000,3,4791,1856,4.333333333,3,3
29421949,austin,78754,30.35108185,-97.60858154,2000,269900,4,11761.2,2347,5,3,4
29431946,manor,78653,30.37412834,-97.622612,1980,119900,3,21344.4,1095,4.333333333,1,3
80095936,austin,78754,30.37351227,-97.61317444,2006,255000,6,5401,2088,4.333333333,3,4
29424430,austin,78754,30.35336876,-97.61331177,1992,245000,7,8537,2270,5,3,4
111972923,austin,78754,30.36135292,-97.61885834,2012,249900,3,6272,2515,5,3,3
60137418,austin,78754,30.36483955,-97.61146545,2002,210000,10,6969,1738,5,2,3
29424415,austin,78754,30.35438347,-97.61510468,1990,249500,4,9583,2391,5,2,4
125806410,austin,78754,30.35609818,-97.62221527,2014,247000,6,9496,1948,5,3,4
29424409,austin,78754,30.35426521,-97.61478424,1988,229000,9,8145,1529,5,2,3
60137408,austin,78754,30.36568642,-97.61219025,2002,218900,10,5793,2049,5,3,3
70348901,austin,78754,30.37148666,-97.61331177,2006,210000,9,5052,1102,4.333333333,2,3
29424395,austin,78754,30.35656166,-97.61320496,1993,299999,3,9713,3605,5,3,4
29424389,austin,78754,30.35726166,-97.61227417,1993,279900,4,9844,2250,5,3,4
29424388,austin,78754,30.35716629,-97.61253357,1993,268000,12,9888,2174,5,2,4
94642885,austin,78754,30.36348724,-97.6179657,2010,229900,5,6272,1466,5,2,3
125805384,austin,78754,30.35731506,-97.61999512,2014,260000,9,21344.4,1887,5,3,4
94642884,austin,78754,30.36338615,-97.61785889,2010,234965,7,6098,1704,5,2,3
60137378,austin,78754,30.36217499,-97.61031342,2002,164500,8,6011,2049,5,3,4
29424378,austin,78754,30.35646057,-97.61423492,1990,169500,2,16117.2,2179,5,2,4
94642876,austin,78754,30.36278152,-97.61675262,2011,249900,9,9583,1704,5,2,3
29424369,austin,78754,30.35485649,-97.61532593,1992,250000,8,9670,2390,5,3,4
125889860,austin,78754,30.35756874,-97.62067413,2014,237000,1,6969,1630,5,2,3
83819841,austin,78754,30.35900497,-97.61675262,2008,266000,5,6838,2632,5,3,5
83818841,austin,78754,30.35962486,-97.61568451,2009,244000,4,8276,2573,5,3,3
69814834,austin,78754,30.36948967,-97.61460876,2005,220000,2,5096,2488,4.333333333,3,4
64425322,manor,78754,30.36206245,-97.60796356,2003,235000,6,6969,1737,5,2,3
94883318,austin,78754,30.36409569,-97.6190567,2011,275000,6,10062,2573,5,3,3
64597318,austin,78754,30.35553741,-97.61204529,2003,155000,3,10062,2389,5,2,5
145658310,austin,78754,30.35842133,-97.61450958,2015,340000,1,7797,2344,5,2,4
145658306,austin,78754,30.35581779,-97.61733246,2015,242000,4,8755,1670,5,2,3
29421802,austin,78754,30.35036659,-97.61300659,1991,180000,2,11325.6,1590,5,2,3
83813774,austin,78754,30.36127853,-97.61534882,2009,225000,8,9060,1532,5,2,3
80088262,austin,78754,30.37285805,-97.61467743,2007,209900,3,4965,1341,4.333333333,2,3
119632749,austin,78754,30.35373878,-97.61781311,2013,265000,4,6969,1887,5,3,4
29421747,austin,78754,30.35187531,-97.61275482,1992,260000,3,9147,1915,5,2,3
83830745,austin,78754,30.35637856,-97.61724854,2009,255000,9,6242,1761,5,2,4
29421741,austin,78754,30.35120392,-97.6116333,1990,239900,8,9605,1883,5,3,4
125914239,austin,78754,30.35638237,-97.62059784,2014,329000,4,21780,2605,5,3,4
145652498,austin,78754,30.35869408,-97.6150589,2015,299000,1,7405,2268,5,3,4
70338724,austin,78754,30.35555077,-97.60966492,2006,230000,5,9104,1858,5,2,3
145652222,austin,78754,30.35916328,-97.61393738,2015,329900,12,8886,1997,5,2,3
83829219,austin,78754,30.35888863,-97.61614227,2008,255000,12,7013,2129,5,3,3
64635218,austin,78754,30.35586166,-97.61292267,2004,249500,8,9060,2088,5,3,4
64444718,austin,78754,30.35523987,-97.61292267,2004,239000,2,9060,2127,5,2,4
70338710,austin,78754,30.35720825,-97.61008453,2007,235000,9,7884,1858,5,2,3
70338705,austin,78754,30.35656166,-97.60933685,2007,235000,10,7187,1858,5,2,3
80102201,austin,78754,30.37270546,-97.61433411,2007,139900,1,4399,1856,4.333333333,3,3
64533697,austin,78754,30.35600281,-97.61247253,2004,209500,5,9583,1338,5,2,3
69809174,austin,78754,30.37182236,-97.6140976,2006,189000,5,5749,1341,4.333333333,2,3
69809173,austin,78754,30.37195778,-97.61438751,2006,209900,3,6272,1429,4.333333333,2,3
69809158,austin,78754,30.36991119,-97.61508179,2006,250000,10,5009,2088,4.333333333,3,4
64482656,austin,78754,30.36198616,-97.60955048,2003,225000,3,6011,2049,5,3,3
124841650,austin,78754,30.35447502,-97.62043762,2014,233000,5,6926,1670,5,2,3
145652497,austin,78754,30.35939026,-97.61466217,2015,359000,6,7143,2856,5,4,4
119632627,austin,78754,30.35558319,-97.61762238,2013,249900,5,13939.2,1887,5,2,3
83823623,austin,78754,30.35704041,-97.61713409,2008,140000,6,8494,1542,5,2,3
124839097,austin,78754,30.3547287,-97.62097931,2014,249000,3,6272,1670,5,2,3
80099075,austin,78754,30.37343979,-97.61306763,2007,211990,4,4791,1659,4.333333333,3,3
64672074,austin,78754,30.36606979,-97.61286163,2003,229900,6,6534,1829,5,2,3
119626072,austin,78754,30.35506058,-97.61826324,2013,220000,7,6708,1412,5,2,3
60134569,austin,78754,30.36470604,-97.60942078,2002,215000,1,6229,1485,5,2,3
70354557,austin,78754,30.3706646,-97.61383057,2006,235000,12,5227,2088,4.333333333,3,4
60134556,austin,78754,30.36514664,-97.60975647,2002,229000,7,6621,1982,5,2,4
241932055,austin,78754,30.35630226,-97.6162796,2016,289900,5,7405,1925,5,2,3
145653553,austin,78754,30.3576107,-97.61503601,2015,359900,8,7492,2941,5,4,4
144276051,austin,78754,30.35559845,-97.61843109,2013,248900,4,6011,2638,5,3,4
119631551,austin,78754,30.35386848,-97.61767578,2013,269000,5,8394,2591,5,3,4
64771547,austin,78754,30.35436821,-97.61135101,2004,189000,3,7405,1338,5,2,3
2086122546,austin,78754,30.37569809,-97.60497284,2018,234900,2,5998,1420,5,2,3
70354544,austin,78754,30.37215042,-97.61497498,2006,218900,10,5662,1856,4.333333333,3,3
80094543,austin,78754,30.37256622,-97.61543274,2007,208000,5,5140,1203,4.333333333,2,3
60134543,austin,78754,30.36449623,-97.61060333,2002,249900,8,6621,2277,5,3,4
60134537,austin,78754,30.36408615,-97.61045074,2002,250000,12,6600,2086,5,3,3
70354536,austin,78754,30.37252045,-97.61598969,2006,200000,11,5357,1215,4.333333333,2,3
70354533,austin,78754,30.37254715,-97.61241913,2006,233300,2,5140,2160,4.333333333,3,3
60134529,austin,78754,30.36558723,-97.61055756,2002,249900,5,7797,2684,5,2,4
60134523,austin,78754,30.36351013,-97.61095428,2002,254900,8,6011,2277,5,3,4
80098520,austin,78754,30.37291908,-97.61375427,2007,224900,4,4400,1810,4.333333333,3,3
70354510,austin,78754,30.37220573,-97.61310577,2005,209950,6,6882,1429,4.333333333,2,3
70354506,austin,78754,30.37305832,-97.61221313,2007,205000,10,5401,1203,4.333333333,2,3
60134504,austin,78754,30.36555481,-97.61162567,2001,244900,1,5749,2810,5,3,4
59792502,austin,78754,30.36569214,-97.6096344,2002,274900,5,6621,2986,5,3,4
29399477,austin,78751,30.30073547,-97.71748352,1946,390000,11,7738,1118,7.333333333,1,2
83125473,austin,78723,30.29515266,-97.70142365,2008,695000,11,2744,2012,6.666666667,3,3
29401973,austin,78723,30.30698395,-97.69735718,1955,400000,4,6969,1080,5,2,3
29406469,austin,78751,30.31312561,-97.72151184,1940,598400,5,6229,1642,6.333333333,2,3
29401967,austin,78723,30.30621338,-97.69811249,1955,359000,12,6534,953,5,1,3
29406966,austin,78723,30.31217384,-97.69833374,1954,542995,12,9539,2221,5,3,3
29403462,austin,78751,30.30962944,-97.72439575,1998,659000,7,6446,1550,7.333333333,2,4
80090452,austin,78723,30.29442978,-97.7033844,2008,455000,10,1568,1335,6.666666667,3,3
80096437,austin,78723,30.29431915,-97.70501709,2008,399000,11,1742,1240,6.666666667,3,2
29406937,austin,78723,30.31634712,-97.69782257,1956,389900,4,8058,1152,3,2,3
70348435,austin,78751,30.3161087,-97.7233429,2005,695000,4,3789,2236,6.333333333,3,3
29405435,austin,78751,30.30826187,-97.71307373,1945,359900,11,7753,1350,6.333333333,2,3
29405428,austin,78751,30.31184769,-97.71130371,1950,389900,6,5662,1204,6.333333333,2,3
29406915,austin,78723,30.3133049,-97.69966888,1954,350000,1,9016,1354,5,2,3
29406410,austin,78751,30.31367493,-97.7223053,1927,849000,2,6577,2259,6.333333333,3,3
29409909,austin,78723,30.3178196,-97.69870758,1955,399000,1,8929,1981,3,3,5
29409409,austin,78751,30.32008553,-97.72406006,1948,385000,9,8001,838,7,1,2
241931907,austin,78751,30.32158852,-97.72370911,2016,575000,8,3310,1762,7,3,3
124837405,austin,78751,30.31344986,-97.72348022,1929,325000,6,3920,720,6.333333333,1,1
29406898,austin,78723,30.31661415,-97.69709778,1957,364000,4,8842,1482,3,2,3
29400892,austin,78722,30.30106163,-97.71009064,1948,411000,6,7666,1674,6.666666667,1,3
29398392,austin,78705,30.29507065,-97.72119904,1940,450000,11,5532,1170,7.333333333,1,3
120901389,austin,78723,30.29767036,-97.70053101,2013,499999,10,2526,1918,5,3,3
29409385,austin,78751,30.31937027,-97.72099304,1950,699000,7,6272,2352,7,5,4
80088883,austin,78723,30.29397964,-97.70689392,2007,815000,11,5549,2669,6.666666667,3,4
29409383,austin,78751,30.3190136,-97.72064209,1947,419990,6,6098,757,7,1,2
29405383,austin,78751,30.3090992,-97.7130127,1949,373000,6,6969,1034,6.333333333,1,2
29406878,austin,78723,30.31627655,-97.69848633,1955,390000,4,7100,1585,3,2,3
29409375,austin,78751,30.32071686,-97.72299957,1952,415000,3,8363,1006,7,1,2
29409868,austin,78723,30.31856155,-97.69734955,1955,319500,2,8058,1106,3,1,3
29409365,austin,78751,30.31998634,-97.72145844,1952,450000,5,7100,1121,7,2,2
29405355,austin,78751,30.30926132,-97.7144165,1949,395000,11,6708,1540,6.333333333,1,3
29405354,austin,78751,30.3128109,-97.71407318,1922,375000,10,7056,1098,6.333333333,1,2
29409851,austin,78723,30.31823349,-97.695755,1956,359400,5,7405,1402,3,2,3
29406345,austin,78751,30.31489182,-97.72297668,1939,434999,6,4922,728,6.333333333,1,2
29409841,austin,78723,30.31929016,-97.69685364,1956,429900,3,7623,1269,3,2,3
2091667340,austin,78723,30.29396248,-97.7069397,2018,589260,5,1089,2321,6.666666667,4,3
29406839,austin,78723,30.31585121,-97.70108032,1959,360000,9,9452,1326,5,2,3
29403489,austin,78751,30.31191826,-97.72292328,1925,472000,7,6229,1180,6.333333333,1,2
120788330,austin,78723,30.2993679,-97.70261383,2013,518000,3,2178,1832,5,3,3
29409330,austin,78751,30.32145119,-97.72370148,2018,274900,7,5227,2286,7,3,4
63835829,austin,78751,30.30327988,-97.72091675,1919,800000,6,17424,1842,7.333333333,2,2
29409828,austin,78723,30.31905746,-97.69555664,1957,494950,11,8494,1330,3,2,3
29405486,austin,78723,30.31019783,-97.70241547,1955,480000,3,7056,2138,5,3,4
29405319,austin,78751,30.31093407,-97.71446991,2019,649000,11,10236,2514,6.333333333,4,4
29405314,austin,78751,30.31113815,-97.71387482,1953,214900,7,3920,1444,6.333333333,2,3
29409311,austin,78751,30.32079124,-97.72109222,1952,385000,2,6534,1120,7,2,3
29405311,austin,78751,30.31129265,-97.71424866,1947,219000,2,6316,720,6.333333333,1,2
29406308,austin,78751,30.31663513,-97.72219849,1946,679000,11,5967,1685,6.333333333,2,3
29409305,austin,78751,30.32103729,-97.72075653,2018,350000,1,6499,1725,7,3,3
29406803,austin,78723,30.31362534,-97.7023468,1953,369000,4,9234,1618,5,2,3
29405301,austin,78751,30.31065369,-97.71499634,1946,598000,6,10018,1813,6.333333333,2,3
29401793,austin,78751,30.30626488,-97.71781921,1950,550000,5,5227,1373,7.333333333,3,3
29403787,austin,78723,30.30970383,-97.70207977,1955,389500,9,6534,1040,5,2,3
2087145786,austin,78723,30.29900551,-97.69886017,2017,939000,1,3920,3380,5,4,5
29403785,austin,78723,30.30954361,-97.70174408,1955,314900,9,7361,999,5,1,3
29406775,austin,78751,30.31200981,-97.7101059,1949,400000,5,10890,1440,6.333333333,0,0
29409763,austin,78723,30.31957626,-97.70126343,1951,329000,7,7623,840,3,1,2
29400760,austin,78751,30.30451012,-97.72065735,1937,399000,5,5183,832,7.333333333,1,2
29406259,austin,78751,30.31558609,-97.72332001,1947,600000,12,7884,1346,6.333333333,2,3
29403751,austin,78723,30.30853844,-97.70153046,1955,359900,9,7361,1329,5,2,3
80092247,austin,78723,30.29371452,-97.70687103,2009,478165,5,4051,2669,6.666666667,3,4
29406742,austin,78751,30.31314087,-97.70990753,1947,399999,4,6011,1080,6.333333333,2,3
29405240,austin,78751,30.31233406,-97.71789551,1938,435000,5,5662,979,6.333333333,1,2
29409318,austin,78751,30.32125092,-97.72206879,1952,415000,4,6534,1013,7,1,2
144970734,austin,78723,30.29421616,-97.69527435,2015,559000,11,2918,1953,5,3,3
124720730,austin,78751,30.31316948,-97.71636963,2014,599900,6,3136,1963,6.333333333,4,4
144970729,austin,78723,30.2942028,-97.6957016,2015,560000,4,2744,1872,5,3,3
29406726,austin,78751,30.31640053,-97.71135712,1951,299900,8,8276,720,6.333333333,1,2
29405225,austin,78751,30.31153488,-97.71909332,2018,995000,9,15681.6,3156,6.333333333,5,5
29403722,austin,78723,30.30669975,-97.69878387,1955,525000,3,8015,2179,5,4,4
29399720,austin,78722,30.29904747,-97.71559906,1947,489000,8,10890,1428,6.666666667,2,3
2140225212,austin,78751,30.30558395,-97.72063446,2009,1285000,3,7840,3222,7.333333333,4,4
80101209,austin,78723,30.29439545,-97.70474243,2008,390000,9,1873,1240,6.666666667,3,2
29406709,austin,78751,30.31319237,-97.71153259,2018,360000,4,10454,2542,6.333333333,3,4
29403707,austin,78723,30.30716133,-97.70053864,1955,370000,4,13068,988,5,1,2
29406705,austin,78751,30.31358337,-97.71351624,1940,475000,1,5227,1649,6.333333333,3,3
29403705,austin,78723,30.30739784,-97.70016479,1955,360000,12,8407,1873,5,3,5
29399702,austin,78722,30.2988472,-97.71634674,1941,520000,4,15246,2002,6.666666667,4,4
29401986,austin,78723,30.3075428,-97.69743347,2018,399000,2,6969,1057,5,1,3
120900188,austin,78723,30.29827309,-97.7022171,2012,650000,6,3484,2019,5,3,4
29406687,austin,78751,30.31366158,-97.71124268,1952,319000,5,6316,893,6.333333333,1,2
29396179,austin,78705,30.29389954,-97.72183228,1946,379900,6,6882,675,7.333333333,1,2
29409676,austin,78751,30.3180542,-97.72062683,1941,230000,6,6272,768,7,1,2
114407175,austin,78751,30.31484222,-97.71086884,2008,333000,7,3563,1436,6.333333333,3,3
29405673,austin,78723,30.31082916,-97.69423676,1958,368000,8,9408,2035,5,3,4
29397673,austin,78722,30.29727364,-97.71643829,1951,384975,12,11761.2,1932,6.666666667,2,3
29397670,austin,78722,30.2959404,-97.71451569,1947,699000,8,12632.4,2379,6.666666667,4,3
29406669,austin,78751,30.31432724,-97.71186829,1947,465000,12,5924,1369,6.333333333,2,3
29403666,austin,78751,30.30985641,-97.72033691,1954,749000,7,7840,2057,6.333333333,3,3
29400660,austin,78751,30.30282021,-97.72281647,1928,545000,10,6969,2061,7.333333333,3,3
29401658,austin,78751,30.30803871,-97.72058105,2008,519000,3,5445,2055,7.333333333,2,3
29402157,austin,78723,30.30600739,-97.69615936,1968,475000,8,9975,1644,5,2,3
29396154,austin,78705,30.2946701,-97.72262573,1952,565000,4,7535,1402,7.333333333,2,3
29401653,austin,78751,30.30700302,-97.72029877,1930,622000,10,7884,1410,7.333333333,2,1
29403652,austin,78751,30.30965233,-97.72093964,1948,575000,6,9191,1338,6.333333333,1,3
29401652,austin,78751,30.30703354,-97.72059631,1954,533000,4,6098,1783,7.333333333,2,3
29397641,austin,78722,30.29578209,-97.71321869,1950,520000,5,10497,1366,6.666666667,2,3
29406640,austin,78751,30.31523132,-97.7117157,1948,285000,2,6795,1132,6.333333333,1,3
29399640,austin,78722,30.29784584,-97.71204376,1947,569000,5,9400,2448,6.666666667,3,3
144970633,austin,78723,30.2941761,-97.69979858,2015,589000,4,3136,2294,5,3,3
29409630,austin,78751,30.31806374,-97.7177124,2018,885000,4,6229,2415,7,3,4
119630129,austin,78723,30.29756737,-97.70198822,2011,374999,3,1782,1340,5,2,2
29407128,austin,78723,30.31411362,-97.6951828,1956,459987,9,13939.2,1466,3,2,3
29405628,austin,78723,30.31040764,-97.69549561,1954,359999,1,8703,1193,5,1,3
29407122,austin,78723,30.31252289,-97.69441223,1956,405000,10,13068,1711,5,2,3
29409619,austin,78751,30.31834602,-97.7192688,1950,415000,5,4151,1219,7,2,2
29407116,austin,78723,30.31320381,-97.69548798,1955,460000,8,10193,1300,5,2,3
29407115,austin,78723,30.31329155,-97.69567108,1955,350000,8,10018,1600,5,2,4
29406485,austin,78751,30.31419563,-97.72081757,1937,499900,8,5967,1102,6.333333333,3,4
29403608,austin,78751,30.31032562,-97.72161865,1946,475000,6,7405,1292,6.333333333,2,2
29405607,austin,78723,30.30962372,-97.70319366,1956,457000,7,9147,1781,5,2,4
29402106,austin,78723,30.30911827,-97.69476318,1957,349999,9,9801,1416,5,2,3
29399604,austin,78722,30.30064583,-97.71231842,1949,419000,8,10890,1776,6.666666667,2,3
29405603,austin,78723,30.30990219,-97.70407867,1956,340000,7,7405,1080,5,2,3
29409598,austin,78751,30.31906319,-97.7194519,1948,409000,11,6359,1274,7,2,3
29406597,austin,78751,30.31358147,-97.71834564,1936,349900,4,6185,952,6.333333333,1,2
29407096,austin,78723,30.31284904,-97.695961,1955,400000,6,8712,1420,5,2,3
29401596,austin,78751,30.31061554,-97.71896362,2018,1249000,5,9408,3008,6.333333333,3,4
29399594,austin,78751,30.30135345,-97.71766663,1942,335000,9,6098,1232,7.333333333,2,3
29406586,austin,78751,30.31299019,-97.71873474,1948,590000,5,6098,1305,6.333333333,2,3
29399583,austin,78751,30.30338478,-97.7179718,1942,489900,5,5880,1776,7.333333333,2,3
29409582,austin,78751,30.31837654,-97.71636963,1994,370000,11,3998,1144,7,2,3
29399582,austin,78751,30.30331802,-97.71781921,1942,450000,7,6403,1036,7.333333333,1,2
29397582,austin,78705,30.29543114,-97.7244873,1950,799900,5,9801,2427,7.333333333,4,3
29405578,austin,78723,30.30847359,-97.70503998,1957,324900,2,9365,1280,5,1,3
29409576,austin,78751,30.31970787,-97.71722412,2019,970000,12,6054,2483,7,3,4
29407076,austin,78723,30.31213379,-97.6964035,1955,285000,12,7623,1177,5,1,3
29403574,austin,78751,30.30809402,-97.72266388,1940,699000,12,5793,2040,7.333333333,3,3
83124070,austin,78751,30.3103466,-97.71318817,2012,149900,9,5227,2350,6.333333333,3,5
29402067,austin,78723,30.3070488,-97.6942749,1959,524900,1,11325.6,1898,5,2,3
29399567,austin,78751,30.30365944,-97.71778107,1948,365000,3,6403,1024,7.333333333,0,2
29407066,austin,78723,30.310812,-97.69649506,1954,399000,5,8929,1835,5,2,3
29405566,austin,78723,30.31081581,-97.70343018,1955,399000,12,7013,1216,5,2,3
83125561,austin,78723,30.29396248,-97.70045471,2009,515000,4,2178,1900,6.666666667,3,3
251035556,austin,78751,30.31658363,-97.70980835,1949,320000,12,4059,830,6.333333333,1,2
29403553,austin,78751,30.31157875,-97.7224884,1934,549500,1,9844,1008,6.333333333,1,2
29405551,austin,78723,30.31253242,-97.70236969,1954,205000,8,7840,1204,5,1,3
121655046,austin,78723,30.30108261,-97.70185852,2014,939900,5,3136,3160,5,5,4
29409545,austin,78751,30.31995583,-97.71768951,1953,350000,10,6229,768,7,1,2
29407045,austin,78723,30.31616783,-97.69616699,1958,399993,12,9234,1644,3,3,3
29403544,austin,78751,30.31054878,-97.72267151,1936,429900,10,6751,1432,6.333333333,2,3
119631539,austin,78723,30.29618263,-97.70054626,2012,425000,9,2130,1521,6.666666667,2,3
29409539,austin,78751,30.32045746,-97.71906281,2015,849900,8,6141,2471,7,4,5
29405536,austin,78723,30.31295204,-97.7020874,1954,399000,6,7884,1326,5,1,3
29407031,austin,78723,30.31526375,-97.69552612,1956,314900,10,6751,1360,3,2,4
2087952530,austin,78751,30.31330872,-97.71147919,2018,425000,2,10454,1100,6.333333333,2,2
29403793,austin,78723,30.31043053,-97.70079803,1954,264000,5,7840,1393,5,2,3
