zpid,city,zipcode,latitude,longitude,yearBuilt,latestPrice,latest_salemonth,lotSizeSqFt,livingAreaSqFt,avgSchoolRating,numOfBathrooms,numOfBedrooms
58311745,austin,78747,30.15465355,-97.73988342,2002,199999,12,5924,1102,3.666666667,2,3
241933360,austin,78747,30.13950729,-97.76371002,2016,250000,2,6011,1787,5.333333333,3,3
58311735,austin,78747,30.15539551,-97.73899841,2002,239900,8,7230,1586,3.666666667,3,3
58311733,austin,78747,30.1557579,-97.74020386,2002,200000,1,5749,1268,3.666666667,2,4
70342448,austin,78747,30.15012169,-97.74199677,2007,210000,4,3659,1314,5.333333333,2,3
121657933,austin,78747,30.14746666,-97.74261475,2014,289000,3,5140,2101,5.333333333,3,3
58299487,austin,78730,30.38082123,-97.84979248,2001,1525000,4,60112.8,6014,7,6,6
241933346,austin,78747,30.14154816,-97.76531982,2016,299900,5,6229,2395,5.333333333,4,5
58317846,austin,78747,30.13554764,-97.78031921,1999,499900,5,9539,3004,5.333333333,3,3
249889748,austin,78747,30.16084862,-97.73859406,2003,220000,4,6882,1518,3.666666667,2,3
241933341,austin,78747,30.14173317,-97.7644043,2016,254900,9,6764,1449,5.333333333,2,3
70342415,austin,78747,30.1507988,-97.74186707,2007,225000,7,3659,2101,5.333333333,3,3
241933339,austin,78747,30.14134979,-97.76412964,2016,250000,12,5749,1463,5.333333333,2,3
83831975,austin,78732,30.37972069,-97.90617371,2004,685000,8,23522.4,3763,8.333333333,4,5
58299495,austin,78730,30.38379669,-97.85182953,2001,665000,6,9370,2911,7,3.5,4
80094839,austin,78747,30.14106178,-97.76911163,2007,199900,6,5227,1493,5.333333333,2,3
83821414,austin,78730,30.38181496,-97.84954834,2004,1790000,4,43995.6,7156,7,5,5
70342406,austin,78747,30.15031815,-97.74085999,2008,235000,5,3484,1788,5.333333333,3,3
29361380,austin,78730,30.38061714,-97.85434723,1992,740000,6,8624,3420,7,3,5
241933327,austin,78747,30.14302444,-97.76546478,2016,260000,5,6621,1717,5.333333333,2,3
70342398,austin,78747,30.15083504,-97.74113464,2006,229000,7,4965,1515,5.333333333,3,3
83815377,austin,78732,30.37855721,-97.87713623,2013,499000,7,6534,3658,8.333333333,4,5
29361352,austin,78730,30.37976456,-97.85368347,1993,584000,5,10890,3412,7,3,4
83831459,austin,78732,30.38080978,-97.8950119,2004,489000,3,6621,3229,8.333333333,4,4
29361349,austin,78730,30.3791256,-97.85411835,1992,529999,7,9583,2599,7,2,3
79981894,austin,78747,30.15075493,-97.74789429,2007,275000,10,6011,3206,5.333333333,3,5
241930822,austin,78747,30.14256477,-97.78041077,1996,499900,11,12196.8,2977,5.333333333,3,4
29361458,austin,78732,30.38013268,-97.8872757,1998,290000,5,5662,2104,8.333333333,3,4
80096890,austin,78747,30.14657021,-97.73884583,2009,200000,6,4791,1111,5.333333333,2,3
120895387,austin,78747,30.1470108,-97.74285126,2014,259000,3,5967,1695,5.333333333,2,3
29361340,austin,78730,30.38047028,-97.8529892,1994,623000,5,10672,4033,7,4,5
29515821,austin,78747,30.14499855,-97.78372955,1983,399500,8,11761.2,2427,5.333333333,3,3
29361451,austin,78732,30.3807373,-97.88851166,1999,340000,8,5880,1838,8.333333333,3,3
80098884,austin,78747,30.1499424,-97.74007416,2009,230000,2,3702,1788,5.333333333,3,3
29361437,austin,78732,30.38270187,-97.89042664,1999,299900,9,6316,2308,8.333333333,3,4
70342382,austin,78747,30.15040207,-97.74023438,2006,255000,4,6185,2068,5.333333333,3,3
29361318,austin,78730,30.37970734,-97.85242462,1991,582500,5,17424,3571,7,3,4
58311715,austin,78747,30.15546227,-97.73821259,2002,230000,3,6290,1586,3.666666667,3,4
29361317,austin,78730,30.37977409,-97.85276794,1996,719000,10,15246,3189,7,4,4
241933309,austin,78747,30.14259911,-97.76521301,2016,290000,4,6011,2699,5.333333333,3,4
29361494,austin,78732,30.3818531,-97.88611603,1999,375000,4,6490,2736,8.333333333,3,4
29361308,austin,78730,30.37905884,-97.85174561,1991,649000,7,9844,3404,7,3,5
29361427,austin,78732,30.38324928,-97.88898468,1999,375000,8,6098,2715,8.333333333,3,4
29469712,austin,78744,30.16345024,-97.74346161,1983,224000,12,6926,1358,3.666666667,2,3
29361303,austin,78730,30.38014603,-97.8518219,1992,524900,3,9321,2906,7,3,4
29361425,austin,78732,30.38311577,-97.88870239,1999,359900,4,6011,2014,8.333333333,3,4
70342374,austin,78747,30.15042114,-97.73919678,2005,199900,11,3615,1246,5.333333333,2,3
83830211,austin,78747,30.15285301,-97.7477417,2010,287500,3,6098,2790,5.333333333,3,3
241933305,austin,78747,30.14224434,-97.76589966,2016,289700,5,6446,2245,5.333333333,3,4
29361421,austin,78732,30.3828392,-97.88814545,2000,320000,8,6011,1719,8.333333333,2,3
29361291,austin,78730,30.37965775,-97.85129547,1992,569000,9,8450,2960,7,3,4
70342204,austin,78747,30.15273857,-97.73981476,2005,209900,7,3615,1343,5.333333333,2,3
29361414,austin,78732,30.3823204,-97.88721466,1999,405000,8,7143,2750,8.333333333,3,4
70342337,austin,78747,30.15104103,-97.74156952,2005,224999,12,4965,1788,5.333333333,3,3
29361408,austin,78732,30.38083649,-97.89050293,1993,349700,10,8407,2110,8.333333333,3,3
58187198,austin,78747,30.15524673,-97.73776245,2002,189000,3,6272,937,3.666666667,1,2
29361407,austin,78732,30.38067818,-97.89038849,1993,520000,5,8189,3546,8.333333333,4,5
29359248,austin,78730,30.37848282,-97.85183716,1992,540000,8,11325.6,3484,7,3,5
29361405,austin,78732,30.37978363,-97.89025116,1993,425000,9,8668,2870,8.333333333,3,4
64526197,austin,78747,30.15958595,-97.73706055,2003,270000,7,5662,1736,3.666666667,3,3
58299492,austin,78730,30.38186836,-97.8500061,2001,1085000,5,43995.6,4149,7,4,4
250997691,austin,78747,30.1550808,-97.75375366,2017,335000,11,4748,2015,5.333333333,3,4
89548864,austin,78747,30.1515255,-97.7458725,2012,256000,7,6534,2790,5.333333333,3,3
80086775,austin,78747,30.13871956,-97.76647186,2008,225000,12,5227,1364,5.333333333,2,3
83819147,austin,78730,30.38640785,-97.84851837,2005,995000,9,44866.8,5301,7,6,4
70342315,austin,78747,30.15201569,-97.74095154,2007,229000,11,3737,1693,5.333333333,3,3
120899767,austin,78747,30.14167023,-97.76659393,2012,264900,11,5227,2240,5.333333333,3,4
125461889,austin,78732,30.39279556,-97.88449097,2019,499999,8,11325.6,2546,8.333333333,3,3
70337634,austin,78730,30.38920212,-97.85118866,2006,584000,10,9278,3777,7,3,4
70342314,austin,78747,30.15186501,-97.74097443,2006,235000,1,3484,2100,5.333333333,3,3
251028264,austin,78747,30.13114929,-97.77578735,2017,300000,6,9365,2174,5.333333333,3,4
60134383,austin,78732,30.37970161,-97.90265656,2002,519900,4,14374.8,3124,8.333333333,4,4
70337633,austin,78730,30.38912964,-97.85092926,2006,749995,9,14374.8,3535,7,4,4
110538801,austin,78747,30.14906883,-97.7399292,2010,240000,6,6534,1778,5.333333333,3,3
125904370,austin,78732,30.39285851,-97.87760925,2016,13500000,11,710899.2,15394,8.333333333,13,6
58187129,austin,78730,30.38427734,-97.85186768,2001,499000,9,11325.6,2403,7,2,3
241930679,austin,78747,30.1538887,-97.7542572,2017,288500,9,4660,1551,5.333333333,3,3
83829836,austin,78732,30.37997818,-97.90696716,2004,679500,5,25700.4,3827,8.333333333,4,5
29469676,austin,78744,30.16668892,-97.74131775,1983,279900,8,7865,1963,3.666666667,4,4
70342291,austin,78747,30.15127945,-97.74099731,2007,250000,10,3598,2068,5.333333333,3,3
110537564,austin,78730,30.38564873,-97.84993744,2010,1698000,8,40510.8,5706,7,6,5
83827821,austin,78732,30.37913513,-97.88085938,2013,479900,5,5941,2917,8.333333333,4,4
64534498,austin,78732,30.36229324,-97.89785004,2003,665000,6,13939.2,4509,8.666666667,4,6
111372786,austin,78747,30.1472435,-97.74031067,2012,245000,5,4051,2100,5.333333333,2.5,3
2083654661,austin,78744,30.16980934,-97.73049164,2019,313990,9,5501,2361,3.666666667,3,4
70343741,austin,78747,30.14993286,-97.7851944,2005,295000,8,8929,1708,5.333333333,2,4
83816285,austin,78747,30.15152168,-97.74485016,2012,284900,5,7361,2562,5.333333333,3,4
29469661,austin,78744,30.16654205,-97.74239349,1982,220000,2,6621,1124,3.666666667,2,3
29359997,austin,78732,30.37577438,-97.90072632,1999,549900,6,12632.4,3471,8.333333333,3,4
29359782,austin,78732,30.37943459,-97.89772797,2000,625000,10,17859.6,3745,8.333333333,4,5
29356997,austin,78732,30.37234116,-97.89551544,1997,265000,6,7840,1923,8.666666667,2,4
70342279,austin,78747,30.15171814,-97.74249268,2006,247900,10,3615,2068,5.333333333,3,4
124837778,austin,78732,30.380476,-97.88102722,2014,569000,3,8712000,3183,8.333333333,3,4
125803739,austin,78747,30.14366341,-97.76840973,2014,275000,10,6054,2050,5.333333333,3,4
70342275,austin,78747,30.15210724,-97.74225616,2006,220000,2,3615,2068,5.333333333,3,3
29359777,austin,78732,30.37856483,-97.89802551,2000,450000,7,8668,3141,8.333333333,3,5
29359496,austin,78732,30.37586975,-97.88075256,1998,689000,10,15681.6,4215,8.333333333,4,5
125903238,austin,78747,30.14311218,-97.766922,2014,285000,8,6250,2371,5.333333333,3,4
70342160,austin,78747,30.15830612,-97.74399567,2005,279900,3,8450,2912,3.666666667,3,4
120895238,austin,78747,30.13907814,-97.77954102,2012,549990,6,9452,3202,5.333333333,3,4
29359495,austin,78732,30.37598801,-97.88101196,1998,599900,8,15246,3916,8.333333333,4,5
250997653,austin,78747,30.15320778,-97.75357819,2017,315000,9,5270,1961,5.333333333,3,3
29361726,austin,78732,30.38019943,-97.89955902,2001,559800,10,10089,3594,8.333333333,4,4
121657257,austin,78747,30.14742851,-97.74246216,2014,235000,6,7927,1695,5.333333333,2,3
29359994,austin,78732,30.37572479,-97.90000153,1999,535000,9,13068,3029,8.333333333,3,4
70342152,austin,78747,30.15869904,-97.74469757,2005,249900,3,9626,2234,3.666666667,3,3
121658256,austin,78747,30.14882469,-97.74500275,2014,255000,9,4007,2101,5.333333333,3,3
83817723,austin,78732,30.38074112,-97.90493011,2006,625000,6,21344.4,2633,8.333333333,3,4
83829992,austin,78732,30.37056923,-97.90710449,2005,799888,6,11325.6,4527,8.666666667,4,4
29516734,austin,78747,30.13378906,-97.77862549,2001,349900,4,5401,1990,5.333333333,3,3
29359723,austin,78732,30.37947273,-97.89399719,1993,399000,5,8842,2619,8.333333333,2,4
29356991,austin,78732,30.37331581,-97.89563751,1997,400000,8,6882,2742,8.666666667,3,4
111371748,austin,78747,30.14816856,-97.74012756,2012,200000,8,4007,1665,5.333333333,3,3
29361707,austin,78732,30.37981606,-97.89192963,1993,383000,11,11761.2,2832,8.333333333,3,3
80096228,austin,78747,30.14159775,-97.76902771,2007,238000,8,5227,1493,5.333333333,2,3
120897238,austin,78747,30.14694405,-97.74271393,2014,255000,9,5532,2038,5.333333333,3,3
29361706,austin,78732,30.37969208,-97.8922348,1992,364900,8,10018,2882,8.333333333,4,5
29469635,austin,78744,30.16728973,-97.74294281,1982,229900,7,7492,1619,3.666666667,2,3
29356986,austin,78732,30.37373161,-97.88414764,1999,600000,10,16117.2,4030,8.333333333,4,4
29356985,austin,78732,30.37285042,-97.8841629,2001,515000,9,14374.8,3863,8.333333333,4,4
29361688,austin,78732,30.38002586,-97.89296722,1996,367500,10,7753,2526,8.333333333,2.5,3
29474408,austin,78736,30.25079536,-97.91577911,1978,385000,9,36154.8,1311,7,2,3
125091291,austin,78736,30.25642014,-97.91010284,2015,965000,9,43560,3011,7,4,4
241933705,austin,78736,30.25800705,-97.9119873,2018,950000,12,43560,3214,7,4,4
29478195,austin,78736,30.24022865,-97.91896057,2016,447500,12,13068,2128,7,3,3
29478193,austin,78736,30.23974609,-97.91904449,1982,275000,11,15246,1320,7,2,3
84140930,austin,78737,30.1932354,-97.99020386,2006,475000,12,9234,3580,6,5,5
29476121,austin,78736,30.24401855,-97.91629028,2007,169900,5,26571.6,1512,7,2,3
29476114,austin,78736,30.24316597,-97.91764832,1972,374900,12,27007.2,1530,7,2,3
29323584,austin,78736,30.25472832,-97.91030121,2000,376500,8,47916,3642,7,4,5
243293921,austin,78737,30.18169785,-97.98851776,2017,435000,3,7405,2157,6,3,2
29323570,austin,78736,30.25593185,-97.90937805,1999,680000,11,43560,3064,7,4,4
29323563,austin,78736,30.25864792,-97.90949249,1999,625000,3,43560,3201,7,4,4
202189907,austin,78737,30.18469238,-97.9877243,2018,497990,6,10890,2804,7,3,4
80076402,austin,78737,30.19509697,-97.98774719,2006,430000,12,8712,3628,6,3,5
119624389,austin,78737,30.18449783,-97.98304749,2012,454000,10,9147,3370,6,6,4
84138858,austin,78737,30.18655968,-97.98165131,2007,325000,4,8276,2377,6,2,4
119557356,austin,78737,30.1808567,-97.97652435,2013,499900,8,8102,2921,8,4,4
80106791,austin,78739,30.19038963,-97.92523956,2007,519900,12,7056,3632,8,3,4
202137355,austin,78737,30.18218803,-97.98119354,2016,474900,9,9191,2722,6,4,4
83814788,austin,78739,30.18630981,-97.92445374,2008,420000,4,7448,1898,8,2,3
83820279,austin,78739,30.19565392,-97.91272736,2013,585000,5,13068,3463,8.666666667,4,5
69701268,austin,78737,30.18378067,-97.96060181,2005,265000,3,56192.4,1326,8,2,3
80100265,austin,78739,30.19039345,-97.91033936,2010,849400,8,12196.8,4569,8.666666667,4,5
70346264,austin,78739,30.1853466,-97.91928864,2007,595000,5,10018,3892,8,4,5
250399839,austin,78737,30.18310165,-97.97900391,2017,459900,4,9975,2886,7,3,4
29492264,austin,78737,30.19219971,-97.96569824,1977,565000,10,68389.2,2607,7,3,4
83815258,austin,78739,30.18652916,-97.92268372,2011,479900,8,6621,2576,5.77869409,3,4
70346228,austin,78739,30.18710899,-97.91927338,2006,525000,7,9975,3671,8,4,4
83826227,austin,78739,30.18571281,-97.92804718,2014,753255,3,14810.4,4545,8,4,4
70327936,austin,78736,30.23804092,-97.90432739,2008,425000,10,10193,2509,6.666666667,3,4
29477935,austin,78736,30.24160576,-97.89797974,1985,334900,12,7797,1575,6.666666667,2,3
70352152,austin,78733,30.31282425,-97.89958954,2007,1049000,5,19602,4722,9.333333333,5,4
79980145,austin,78733,30.3377037,-97.86425018,2006,585000,2,14810.4,2500,8,4,3
29374275,austin,78750,30.4342556,-97.79519653,1999,649000,4,10280,2785,8.666666667,3,4
29374271,austin,78750,30.4348278,-97.79545593,2000,775000,8,13503.6,3647,8.666666667,4,5
58297644,austin,78733,30.31001854,-97.87275696,1991,850000,4,80150.4,3110,9.333333333,4,4
29376269,austin,78750,30.44402122,-97.81060028,1983,674988,2,13503.6,3110,8.666666667,3,4
2091181140,austin,78735,30.29507637,-97.87767029,2008,1125000,7,10890,4361,5.666666667,4,4
29375769,austin,78750,30.44151306,-97.79034424,1972,674900,6,17859.6,2579,8.666666667,3,4
58300417,austin,78726,30.43401527,-97.82193756,2002,549500,5,8537,3347,8,4,6
2087932767,austin,78726,30.43218231,-97.84248352,2016,489000,2,7405,2016,7,2,4
29339640,austin,78733,30.3094635,-97.90070343,1995,600000,7,12196.8,3627,9.333333333,4,5
29374767,austin,78726,30.43549728,-97.81954956,1993,439000,5,7797,3103,8,3,4
29372265,austin,78750,30.43074036,-97.78677368,1995,549950,3,13503.6,2409,8.666666667,2,4
79980136,austin,78733,30.33107376,-97.86151123,2006,660000,10,10018,3249,8,4,4
29372264,austin,78750,30.43055344,-97.78675079,1995,675000,8,12196.8,3342,8.666666667,4,4
58297635,austin,78733,30.31257439,-97.87248993,1989,1595000,10,49658.4,3480,9.333333333,4,5
29372755,austin,78750,30.43159294,-97.80018616,2000,700000,5,13068,3508,8.666666667,4,4
29376254,austin,78750,30.44088745,-97.81041718,1980,585000,6,14810.4,2431,8.666666667,3,4
29336633,austin,78733,30.2993927,-97.88439178,1991,929000,11,13068,3654,9.333333333,4,4
29549753,austin,78729,30.45961952,-97.78603363,1982,309000,8,7535,1420,6,2,3
29377253,austin,78750,30.44376183,-97.79390717,1975,699900,4,23958,2520,8.666666667,2,4
58297632,austin,78733,30.3123455,-97.87398529,1990,949500,8,152460,3119,9.333333333,4,4
29374751,austin,78726,30.4368248,-97.81925964,1992,475000,5,9626,3157,8,3,4
29339630,austin,78733,30.31208229,-97.89935303,1999,725000,7,12196.8,3647,9.333333333,4,5
29377246,austin,78750,30.44444466,-97.79473114,1974,549500,4,13939.2,2483,8.666666667,2,4
29377241,austin,78750,30.44399643,-97.7962265,1971,619000,7,13503.6,2436,8.666666667,2,4
29339628,austin,78733,30.3120575,-97.89988708,1999,687500,6,16117.2,3990,9.333333333,4,5
29348626,austin,78733,30.34674835,-97.8659668,1981,209900,3,10497,1174,8,2,2
29372736,austin,78750,30.42827988,-97.80545044,1977,580000,4,13068,2465,8.666666667,3,4
29336625,austin,78735,30.29669571,-97.86717987,2002,815000,4,13503.6,4050,5.666666667,4,4
29374226,austin,78750,30.43276215,-97.79679871,1982,634500,7,10018,3093,8.666666667,4,5
88013718,austin,78750,30.45210266,-97.81692505,2003,448000,11,7971,2886,7.666666667,3,4
29372718,austin,78750,30.43011284,-97.80519867,1977,629900,7,10890,2672,8.666666667,3,4
83833118,austin,78733,30.3466568,-97.8567276,2006,1500000,5,94960.8,7950,8,6,6
29345117,austin,78733,30.33572006,-97.86916351,2019,799000,6,11325.6,2948,8,3,4
29372716,austin,78750,30.43003845,-97.80578613,1977,580000,12,12632.4,2190,8.666666667,2,3
29336617,austin,78735,30.29780006,-97.86749268,1999,1160000,3,16988.4,3834,5.666666667,5,5
29372714,austin,78750,30.43197823,-97.80056,1984,399900,5,11325.6,2712,8.666666667,3,4
29567212,austin,78750,30.46014214,-97.81863403,1982,165000,4,7448,1631,7.666666667,2,3
29344963,austin,78733,30.33571815,-97.85980225,1994,495000,4,12196.8,2266,8,2.5,4
58300210,austin,78726,30.43180847,-97.83348846,2001,439900,4,8015,3381,7,4,4
58298112,austin,78733,30.33525848,-97.86422729,1974,565000,5,43560,1520,8,2,3
83826209,austin,78750,30.43888092,-97.7924118,2007,899000,9,28314,3786,8.666666667,4,4
29345111,austin,78733,30.3374176,-97.86238861,2002,499000,5,17424,3249,8,4,4
80108609,austin,78733,30.33379745,-97.86560059,2005,899000,8,13068,2316,8,2,3
70337705,austin,78726,30.43648338,-97.83126068,2005,406000,9,9365,2195,7,2,3
29334609,austin,78735,30.29426575,-97.87193298,2001,935000,12,11325.6,3268,5.666666667,4,4
29334607,austin,78735,30.29466438,-97.87226105,2000,1105000,10,11325.6,4140,5.666666667,4,4
29343606,austin,78733,30.33273315,-97.8603363,1996,600000,8,12196.8,2842,8,3,4
58300191,austin,78726,30.43182945,-97.81797028,2002,449900,11,7797,2890,8,4,5
29339606,austin,78733,30.31077003,-97.8996048,1996,725000,7,12196.8,3635,9.333333333,4,4
29374191,austin,78750,30.43772507,-97.79347229,1974,519900,4,17424,2826,8.666666667,3,5
29339603,austin,78733,30.31048965,-97.89870453,1996,879000,12,13503.6,3815,9.333333333,4,4
29567189,austin,78750,30.45993042,-97.81996155,1982,240000,3,7535,2102,7.666666667,3,5
29374688,austin,78726,30.43724823,-97.81968689,1992,450000,6,7927,2479,8,2,4
29341600,austin,78733,30.32293129,-97.84931183,1987,785000,12,27007.2,2592,9.333333333,3,4
29372688,austin,78750,30.43001747,-97.79982758,1985,749900,6,28749.6,2899,8.666666667,3,4
29334597,austin,78735,30.29370308,-97.87306213,2001,995000,1,15246,4274,5.666666667,4,5
2086105685,austin,78726,30.40925026,-97.84344482,2018,452000,4,6969,2258,7,3,4
29343595,austin,78733,30.33401871,-97.86082458,2000,574900,9,14374.8,3127,8,3,4
29372685,austin,78750,30.43070602,-97.80033112,1984,835000,5,23522.4,3400,8.666666667,5,5
83819094,austin,78732,30.34964943,-97.88847351,2007,1145000,8,23522.4,4747,8.333333333,4,5
80098094,austin,78733,30.33754349,-97.86336517,2006,529000,7,13939.2,1981,8,3,3
2086105684,austin,78726,30.40869522,-97.84311676,2016,609000,5,6534,2799,7,4,4
64616594,austin,78733,30.3479557,-97.85659027,2004,1200000,12,54014.4,6856,8,7,7
29348593,austin,78733,30.3470726,-97.86897278,2000,1095000,4,44866.8,3931,8,4,4
2086105683,austin,78726,30.40903473,-97.84387207,2018,448000,4,6098,2258,7,3,4
29339592,austin,78733,30.31130791,-97.89821625,1996,785000,1,15681.6,3771,9.333333333,4,4
29372683,austin,78750,30.43083382,-97.80096436,1986,1499999,6,85377.6,6029,8.666666667,5,5
83818588,austin,78732,30.34365273,-97.89466095,2014,1890000,9,44431.2,6440,8.333333333,6,5
29376179,austin,78750,30.44144058,-97.80919647,1980,549950,2,12632.4,2537,8.666666667,2.5,3
125114086,austin,78733,30.34906578,-97.85842133,2017,1200000,8,12196.8,3020,8,4,4
29374176,austin,78750,30.43746948,-97.7947998,1972,429000,9,14374.8,1856,8.666666667,2,3
29334585,austin,78735,30.29567909,-97.87471771,2000,849900,3,9147,3700,5.666666667,3,4
29376175,austin,78750,30.44058228,-97.80988312,1984,750000,12,13068,3050,8.666666667,4,4
29334581,austin,78735,30.29636765,-97.87391663,2000,1099000,4,26136,3988,5.666666667,4,4
29374675,austin,78750,30.43657684,-97.81207275,2001,675000,8,13503.6,3284,8.666666667,4,4
119986580,austin,78733,30.3246994,-97.86126709,2014,2795000,3,82328.4,11581,8,10,7
29339580,austin,78733,30.31306839,-97.89618683,1995,729000,10,15246,3319,9.333333333,3,4
64802671,austin,78726,30.43026161,-97.81855011,2004,439900,4,8058,2662,8,3,4
80105578,austin,78733,30.33777237,-97.86353302,2004,375000,10,13939.2,1275,8,1,2
29341578,austin,78733,30.31884575,-97.85048676,1996,1995000,3,141134.4,8883,9.333333333,7,5
29372671,austin,78750,30.42846489,-97.80308533,1977,475000,6,16552.8,2058,8.666666667,3,4
29334578,austin,78735,30.29561043,-97.87384033,2000,775000,10,16552.8,4841,5.666666667,6,5
29372670,austin,78750,30.42819977,-97.80322266,1977,585000,6,16988.4,2633,8.666666667,3,4
64523076,austin,78733,30.34589767,-97.85998535,2018,829000,3,103237.2,29440,8,0,1
64541665,austin,78726,30.43359375,-97.82314301,2003,575000,8,10890,3667,8,4,5
29334575,austin,78735,30.29550171,-97.87278748,2001,1225000,10,23958,5017,5.666666667,4,4
29372165,austin,78750,30.42834854,-97.78953552,1993,615000,7,8755,3506,9,4,5
29376663,austin,78726,30.44141579,-97.82967377,1996,350000,2,6229,2019,7,2,3
69815952,austin,78732,30.34961128,-97.89225006,2007,500000,6,11325.6,2782,8.333333333,3,3
29372154,austin,78750,30.43139839,-97.79084015,1991,619900,5,10001,2941,9,3,4
29334568,austin,78735,30.29618263,-97.87273407,2004,1575000,6,34412.4,5947,5.666666667,7,5
29376151,austin,78750,30.43876839,-97.80255127,1976,557000,12,18295.2,3155,8.666666667,3,4
125891561,austin,78733,30.33601379,-97.86473846,2017,875000,12,13939.2,3050,8,4,4
29376650,austin,78726,30.44123268,-97.83009338,1995,239000,3,5967,2333,7,3,4
29376150,austin,78750,30.43895721,-97.80286407,1977,480000,11,16552.8,2920,8.666666667,3,4
58298061,austin,78733,30.33319855,-97.87849426,1993,850000,9,52272,2927,8,3,4
29376648,austin,78726,30.44135475,-97.83037567,1995,389900,8,6664,2101,7,2,3
29376147,austin,78750,30.43930054,-97.80375671,1976,475000,6,13503.6,2610,8.666666667,3,4
29339560,austin,78733,30.3103199,-97.89382172,1999,888000,6,15681.6,3988,9.333333333,5,5
29376640,austin,78726,30.44192314,-97.8315506,1998,369900,6,5749,2034,7,2,4
29334560,austin,78735,30.29541397,-97.86615753,2000,1279000,2,23086.8,5181,5.666666667,5,4
29339555,austin,78733,30.30994415,-97.89334869,1998,725000,5,11761.2,3377,9.333333333,4,5
29372139,austin,78750,30.42835617,-97.78885651,1990,640500,1,20037.6,3134,9,4,6
29334554,austin,78735,30.29411697,-97.8666687,2001,1249900,8,15681.6,4637,5.666666667,5,4
83815553,austin,78732,30.34504318,-97.89231873,2015,1150000,1,22215.6,4351,8.333333333,5,5
80097552,austin,78733,30.33269691,-97.85606384,2006,3950000,9,43995.6,8981,8,6,5
29345051,austin,78733,30.33653259,-97.86755371,1994,470000,4,12632.4,1774,8,3,3
112087550,austin,78733,30.3398838,-97.85727692,2013,2699000,1,151588.8,6288,8,6,6
58187135,austin,78726,30.43107224,-97.83399963,2000,400000,6,6359,3199,7,3,4
64493049,austin,78733,30.3103447,-97.89498138,2004,799000,6,13503.6,3389,9.333333333,4,5
29567634,austin,78729,30.45649719,-97.78580475,1975,265000,3,11761.2,1362,5.333333333,2,3
112087548,austin,78733,30.33768845,-97.8585434,2013,1550000,3,43995.6,4226,8,6,5
29334547,austin,78735,30.29456711,-97.86863708,2001,968000,1,31798.8,3779,5.666666667,5,4
83832046,austin,78733,30.32556534,-97.85921478,2007,2595000,6,46609.2,6877,8,6,5
29376131,austin,78750,30.43874741,-97.80538177,1974,750000,7,20908.8,3099,8.666666667,3,4
29345044,austin,78733,30.33763885,-97.8691864,1972,239999,10,13068,1248,8,2,3
29567630,austin,78729,30.45619011,-97.78681183,1974,299500,2,11325.6,1615,5.333333333,2,4
120896542,austin,78732,30.34437561,-97.90476227,2012,679900,7,14810.4,4074,8.333333333,5,5
29334536,austin,78735,30.29631615,-97.86758423,2001,1290000,7,15246,5095,5.666666667,5,4
241934035,austin,78733,30.34242058,-97.86872101,2017,750000,3,13503.6,2702,8,3,4
29348533,austin,78733,30.34818077,-97.85913086,1984,375000,11,15681.6,2058,8,2,4
29374628,austin,78750,30.43877792,-97.8130722,2001,950000,8,120661.2,4368,8.666666667,4,5
29334533,austin,78735,30.29579544,-97.86782837,2000,990000,4,14810.4,4106,5.666666667,4,4
29376626,austin,78726,30.44065094,-97.82892609,1996,355000,3,7840,1917,7,2,3
29377625,austin,78726,30.44592476,-97.8215332,1999,669000,7,36154.8,3403,8.666666667,4,4
29375124,austin,78726,30.43542671,-97.82917023,1994,480000,5,7143,3292,8,4,4
29345027,austin,78733,30.33931923,-97.86428833,2018,549000,7,13068,1977,8,4,3
29334527,austin,78735,30.29614258,-97.86853027,1999,1149000,4,16988.4,4435,5.666666667,5,4
29348525,austin,78733,30.34784508,-97.86103058,1965,375000,5,12632.4,1397,8,2,3
64510024,austin,78733,30.34575844,-97.8597641,2018,749900,5,10323,2495,8,3,4
29372620,austin,78750,30.43200874,-97.80580902,1976,585000,11,13068,2222,8.666666667,3,4
88027119,austin,78750,30.45193481,-97.81570435,2004,349900,5,6098,2650,7.666666667,3,4
83830023,austin,78732,30.34201813,-97.90228271,2010,658000,9,11761.2,3765,8.333333333,5,4
58298019,austin,78733,30.32799149,-97.87947845,2002,750000,1,84506.4,4862,8,5,4
29549615,austin,78729,30.46184349,-97.78627014,1982,334900,9,6838,1764,6,2,3
29348518,austin,78733,30.34997177,-97.85469818,2001,1395000,10,44866.8,5163,8,5,5
29376615,austin,78726,30.43888664,-97.82778168,1995,475000,6,8276,2925,8,3,4
29374614,austin,78750,30.43416786,-97.81118774,1988,599900,2,27007.2,3262,8.666666667,3,4
83814016,austin,78732,30.34866524,-97.89107513,2014,330000,4,87120,6327,8.333333333,0,0
58298014,austin,78733,30.32450867,-97.85845184,2002,2790000,7,43560,7555,8,7,6
29373112,austin,78726,30.43332672,-97.8313446,1999,485000,1,7013,3366,8,4,5
29374111,austin,78750,30.43698502,-97.79489899,1972,489000,2,17859.6,2243,8.666666667,2,4
95050509,austin,78733,30.32234001,-97.86058044,2013,2750000,7,57499.2,7770,8,7,5
29373109,austin,78726,30.43184471,-97.83159637,1999,489850,1,11761.2,3461,8,4,4
83824009,austin,78732,30.3412838,-97.90438843,2012,675000,4,12196.8,3557,8.333333333,3,5
